151,2018/02/12,Rural Development and Land Reform,"Conduct research and to implement technology research
and development projects","Council for Scientific and Industrial
Research",18 984 279.00,Sole supplier,2018/02/13,Not Supported,Not stated,Not stated
152,2018/02/13,Rural Development and Land Reform,Testifying in the arbitration of Mr P Masoka,"Integrated Forensic Accounting Services
(Pty) Ltd",147 189.00,Sole supplier,2018/02/15,Not Supported,Not stated,Not stated
153,2018/02/15,Rural Development and Land Reform,"Conduct research and to implement technology research
and development projects","Council for Scientific and Industrial
Research",14 185 343.64,"CSIR is the only Institute providing
certain technologies",2018/02/15,Not Supported,Not stated,Not stated
154,2018/03/22,Rural Development and Land Reform,Subscribing and updating publication services,LexisNexis Butterworth,1 568 193.06,Sole supplier,2018/03/08,Not Supported,2018/04/01,2021/03/31
155,2018/03/22,Rural Development and Land Reform,Subscribing and updating publication services,Juta,3 932 805.16,Sole supplier,2018/03/08,Not Supported,2018/04/01,2021/03/31
156,2018/03/27,Rural Development and Land Reform,"Provision of the genetic improvement project which is aimed
to improve the quality and quantity of wool produced in the
communal areas of the Eastern Cape",National Wool Growers Association,29 272 499.13,"Urgent collection of lambs as their
prices increase weekly.",2018/03/13,Not Supported,Not stated,Not stated
157,2018/03/28,Rural Development and Land Reform,"To provide acceleration of agrarian transformation through
integrated funding model",LandBank,200 000 000.00,"Only bank which is 100%
Government owned government
mandate",2018/03/26,Not Supported,Not stated,Not stated
158,2018/02/09,Rural Development and Land Reform,Quality monitoring consultancy work,Delta BEC,,,,,,
159,2018/03/13,S.A Tourism,"To welcome and entertain guests to the freedom day
celebration at Canberra",Drum Circle Events,$2 118.60,RFQ process was followed,2018/03/13,Not verifiable,2018/04/26,2018/04/26
160,2018/03/27,S.A Tourism,"To provide access to SA products and to create brand
awareness in the Middle East market",South African Tourism Service Association,750 000.00,"SATSA has acquired the South
African pavilion at Arabian Travel
Market",2018/03/27,Not verifiable,2018/04/1,2018/05/31
161,2017/12/12,SABS,"Appointment of a panel of laboratories for the provisioning
of various testing services to the SABS.",N/A,Not indicated,Lack of capacity,2017/11/27,Not Supported,Not stated,Not stated
162,2018/01/26,SABS,"Internet Solution for the provisioning of telecommunication
services",Internet Solution,3 290 000.00,"Implementation of the project
encountered delays which will
impact on the timelines of the
service provider to fully transition
SABS onto new network.",Not indicated,Not Supported,Not stated,2018/01/31
163,2018/01/25,SABS,"Panel of chemicals & gas suppliers for various testing
services and methodology adapted by SABS",N/A,Not indicated,"A market analysis by searching for
chemicals and gas suppliers
approved by accreditation institutes
and who have the capacity to
provide requisite chemicals and
gasses of prescribed purity and /or
composition",Not indicated,Not Supported,Not stated,Not stated
164,2018/03/07,SABS,African Organisation for Standardisation meeting,Hilton hotel,756 301.90,Non responsive,Not indicated,Not Supported,2018/06/18,2018/06/22
165,2018/12/05,SALGA,"Development of an Organisational Micro Structure for
SALGA",Development at Work,928 758.00,Continuation of the service,2017/11/17,Not Supported,2018/01/01,2018/06/30
166,2018/02/29,SAMSA,Vessel Monitoring Software,Cllecte Localisation Satellites,Not stated,"Other SADC countries use a similar
system",2018/01/29,Not Supported,Not stated,Not stated
167,2018/12/12,SANBI,"Serving and Maintenance of the fire detection and the gas
suppression system",Multinet,275 351.95,"Single Source - The system was
installed by Multinet",2018/12/12,Supported,2018/01/01,2020/12/31
168,2018/02/06,SANParks,Procurement of Microsoft software,Microsoft accredited suppliers,4 500 000.00,Closed bid,2018/02/06,Supported,2018/04/01,2023/03/31
169,2018/02/19,SANParks,"Maintenance and support function for the SANParks
Airwing Helocopter fleet",SAACA approved service providers,5 000 000.00,Closed bid,2018/02/19,Supported,2018/07/01,2023/07/30
170,2018/02/26,SANParks,Maintenance support of SANParks Helicopter Fleet,EC Aviation,2 500 000.00,RFQ process was followed,2018/02/26,Supported,2018/03/05,2018/09/02
171,2018/02/07,SANParks,"provision of bath linen and deluxe chemicals and cleaning
material",Cavelli Linen,2 500 000.00,"The process to renew the contracts
were delayed due to capacity issues",Undated,Not Supported,2018/01/01,2018/06/30
172,2018/02/08,SANParks,"provision of bath linen and deluxe chemicals and cleaning
material",Consumer Motivation,600 000.00,"The process to renew the contracts
were delayed due to capacity issues",Undated,Not Supported,2018/01/02,2018/07/01
173,2018/02/09,SANParks,"provision of bath linen and deluxe chemicals and cleaning
material",Delux Chemicals,3 000 000.00,"The process to renew the contracts
were delayed due to capacity issues",Undated,Not Supported,2018/01/03,2018/07/02
174,2018/02/12,SANParks,Appeal:Once off drilling and equiping of boreholes,Albany Pumps,1 885 749.24,"The company diagnosed the
problem and provided
recommendations",2018/02/12,Supported,Once off,Once off
,,,Deviations,,Quarter 4: Jan - Mar 2018,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendatio
n Date",Support Status,"Contract Start
Date","Contract End
Date"
175,2017/12/19,SANRAL,Provision of technical support services,Oracle South Africa (Pty) Ltd,623 552.08,Sole supplier,2017/12/18,Not Supported,Not stated,Not stated
176,2017/12/18,SANRAL,"Closed bid to Design, develop, operate and lease of Bisho
Precinct",Various suppliers,Not stated,"Bidding limited to government
agencies",2017/12/12,Pending,Not applicable,Not applicable
177,2017/12/21,SANRAL,Completion of VAT review,KPMG,9 783.16,"KPMG performed the review, they
have a system that has worked and
understand SANRAL's business
and tax affairs.",2017/12/21,Not Supported,Not stated,Not stated
178,2018/01/18,SANRAL,Software programming services,Nobelis Solutions,81 402 000.00,"Previous tender issued and
cancelled",2018/01/18,Not Supported,Not stated,Not stated
179,2018/02/19,SANRAL,"Cancellation of Nyoni Projects contract and direct
appointment of Raubex for the re-alignment of N2 route
betweenUmhlali and Umvoti Bridge",Raubex,67 642 161.00,"The second highest tenderer and
immediate completion of the project",None,Not Supported,2018/03/01,2019/01/30
180,2018/01/25,SAPO,"Appeal:Upgrade and support the Postbank Treasury
Management System",Fikon Treasury,1 803 280.00,"Sustantial Investment has made into
the system",2018/01/25,Not Supported,Not stated,Not stated
181,2018/02/09,SAPO,Software Enhancements,"Escher, Oracle and ACI",6 500 000.00,"An assessment report on the
enhancements were conducted",2018/02/09,Supported,2017/04/01,2018/03/31
182,2018/02/21,SAPO,Biometric verification engine,"Closed bid to all suppliers who responded to
the bid",0.00,Cancellation of tender,2018/02/21,Supported,Not stated,Not stated
183,2018/03/15,SAPO,Pre-printed stationary paper,Closed bid,2 011 200.00,Closed bid,2018/03/15,Not Supported,2018/04/01,2021/03/31
184,12/2/2017,SAPS,Procurement of Round ball Ammunition,Denel PMP,24 209 280.00,Sole Supplier,2017/12/02,Not Verifiable,Once off,Once off
185,2017/12/28,SARS,Lease of office space,Redefine Properties,56 967 315.04,"Inavailability of offices to lease in the
vicity of Vereeniging",2017/12/20,Not Supported,2018/07/01,2028/06/30
186,2018/01/15,SARS,Lease of office space,Blue Crest Holdings,31 939 452.55,Single source,2018/01/15,Not Supported,2018/04/01,2023/06/30
187,2018/01/15,SARS,Lease of office space,Transnet,26 184 751.12,Single source,2018/01/15,Supported,2018/04/01,2023/06/30
188,2018/02/05,SARS,Subscription of DSTV commercial premium,Multichoice Support Services,2 994 581.00,"Service provider holds competitive
advantage",2018/02/05,Supported,2018/04/01,2020/03/30
189,2018/02/16,SARS,Lease of office & parking space,Eskom Academy of Learning,26 000 000.00,Single source,2018/02/16,Supported,2019/03/01,2029/02/28
190,2018/02/06,SARS,Renewal of Online Research Intelligence database,Who Owns Whom,1 503 487.54,Single source,2018/12/14,Conditional Support,Date of approval,2 years
191,2018/02/05,SARS,"Renewal of the existing ACL software maintenance and
support services and provision of seven (7) additional ACL
analytic licenses",CQS GRC Solution,5 438 624.19,Sole Source,2018/12/14,Conditional Support,Date of approval,3 years
192,2018/03/01,SARS,Relocation of baggage scanner,Nuctech Company Limited,55 000.00,Original Equipment Manufacturer,2018/03/01,Within AA/AO mandate,Once off,Once off
193,2018/03/23,SARS,Upgrade of the HVAC system,Amicon (Pty) Ltd,2 298 970.75,Single source,2018/03/22,Not Supported,Once off,Once off
194,2017/12/21,SASSA,"Procurement of advisory and technical services on banking,
business information and project management",Rangewave Consulting (Pty) Ltd,11 579 135.00,Continuity of services,2017/12/15,Not Supported,2018/01/01,2018/03/31
195,2018/01/26,SASSA,"negotiate with all South African banks for low cost banking
account products for social assistance grants beneficiaries.",Various banks,0.00,"beneficiaries opted to use their
private bank accounts to withdraw
their grants instead of SASSA card",2018/01/26,Not Supported,Once off,Not stated
196,2018/02/06,SASSA,Office space,Edmin Brothers (Pty) Ltd,3 091 225.56,Continuity of services,2018/02/05,Not Supported,2018/02/01,2019/01/31
197,2017/12/14,SASSA,"Advisory and technical services for banking, business
information, project management, contracting, service level
agreements and negotiations, change and communication
and human resources.",Rangewave and Tim Sukazi Inc,Not specified,Continuity of services,2017/12/11,Not Supported,Once off,Not stated
198,2018/03/22,SASSA,"Appointment of Zenith Properties for the accommodation of
Office space In Paarl",Zenith Properties,1 798 181.52,"Department of Public Works has not
finilased a tender process for a new
office accommodation",2018/03/20,Not Supported,2018/03/01,2020/02/28
199,2018/03/29,SASSA,Cleaning services,Various service providers,5 422 360.00,"Notice of motion for litigation on the
previously advertised bid",2018/03/19,Supported,2018/04/01,2018/09/30
200,2018/03/06,Science and Technology,Hosting South Africa Annual Scientific festive,Scifest Africa,268 414.00,Sole supplier,2018/02/22,Supported,2018/03/07,2018/03/13
201,2018/01/16,SEDA,Office accommodation - Polokwane,East and West Investments,9 983 205.13,"The RFQ process was followed was
followed",2018/01/16,Supported,2018/03/01,2023/02/28
202,2018/02/19,SEDA,Office accommodation- Groblersdal,Moneymine,3 571 264.09,"The RFQ process was followed was
followed",2018/02/19,Supported,2018/03/01,2023/02/28
203,2018/03/15,SEDA,Office Accommodation,"Harcourts/Mbambisa Family Trust t/a Zweli
and Pinkie (Pty) Ltd",4 787 146.38,RFQ process was followed,2018/03/15,Supported,2018/04/1,2023/03/31
204,2018/03/23,SEDA,Office Accommodation - Tzaneen,Leopont Properties 213 Pty Ltd,2 191 225.63,RFQ process was followed,2018/03/23,Supported,2018/06/1,2023/05/31
205,2018/03/29,SEDA,Office Accommodation,Klein Karoo Fonds,796 564.57,RFQ process was followed,2018/03/29,Supported,2018/05/1,2023/04/30
206,2018/01/29,SITA,Board Strategy Session,CEO of A2D24,40 000.00,Single source,2018/01/26,Not Supported,Once off,Once off
207,2017/11/06,SITA,Datalines upgrade in line with SA Connect Phase 1,Various suppliers,,Withdrawn,,,,
208,2018/02/22,SITA,Support multi-modal ABIS solution,Telkom SA SOC,20 716 302.52,Single source,2018/02/22,Supported,2018/03/15,2022/03/14
209,2017/09/15,SITA,Supply of fully managed data centre services,Telkom SA SOC,267 789 088.96,Single source,2017/09/15,Supported,2017/11/01,2018/10/31
210,2018/03/22,SITA,"Support and maintenance of Audio Visual & video
conferencing systems",CHM Vuwani Computer Solutions,2 879 468.75,Continuity of service,2018/03/09,Not Supported,Date of approval,12 months
211,2018/03/20,SITA,Lease agreement,NW DOH,3 909 842.40,Single source,2018/03/20,Not Supported,2018/04/01,2023/03/21
212,2017/10/25,South African Tourism,Support and Maintenance of the tourism system,M-Assessment Services t/a G4S,2 415 142.00,"Single source- system owned by the
current supplier",2017/10/25,Supported,2018/04/01,2023/03/31
213,2017/11/03,South African Weather Services,Operating lease with another State Owned Entity,ACSA,939 720.00,"Inadequate space in the current
building",2017/11/03,Not verifiable,2018/1/1,2022/12/31
,,,Deviations,,Quarter 4: Jan - Mar 2018,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendatio
n Date",Support Status,"Contract Start
Date","Contract End
Date"
214,2018/01/15,TETA,Appeal: Leasing of Office space,Appeal: Core Property (Cape Town),0.00,Negotiated procedure,2018/01/15,Supported,Not stated,Not stated
215,2018/01/15,TETA,Appeal: Leasing of Office space,Strathmore Commercial Consultancy,0.00,Negotiation procedure,2018/01/15,Supported,5/1/2018,3/31/2020
216,2018/03/28,The Innovation Hub,"Procurement of brand specific Cisco systems network and
telephony equipment",SITA,8 000 000.00,"The Innovation Hub has a
framework agreement with SITA",2018/03/08,Pending,Not stated,Not stated
217,2017/11/20,Tourism,Hiring of furniture for the tourism monitors launch,Showbiz Productions,7 800.00,RFQ process was followed,2017/11/20,Supported,Once off,Once off
218,2018/03/02,Tourism,"Complete outstanding works through EPWP Programme at
Ngovhe Cultural Village , In Limpopo",Second Generation,17 710 104.00,"Cost escalations and additions
made to the original scope of work",2018/03/05,Not Supported,2018/04/1,2018/09/30
219,2018/03/05,Tourism,"Complete outstanding works through EPWP Programme at
Manyane Lodge, In Mafikeng",Re A Aga Consulting,15 823 283.00,"Cost escalations and additions
made to the original scope of work",2018/03/05,Not Supported,2018/04/1,2018/09/30
220,2018/01/15,Trans-Caledon Tunnel Authority,Services for the Kriel Emergency Pipeline,"Preference will be given to suppliers /
contractors who are involved in the current
TCTA projects or local (Kriel) supplier /
contractors if available.",12 903 000.00,"DWS delayed in procuring Kriel
Emergency pipeline.",2018/01/15,Not Supported,Once off,Once off
221,2018/01/19,Trans-Caledon Tunnel Authority,Credit and term loan facilities for Vaal River System,Not stated,Not stated,To diversify the funding base,2018/01/18,Conditional Support,Not stated,Not stated
222,2018/02/12,Trans-Caledon Tunnel Authority,Institutional-wide due diligence,Deloitte,Not stated,Continuity of service,2018/02/05,Not Supported,Not stated,Not stated
223,2018/02/13,Trans-Caledon Tunnel Authority,"Headhunting process of the company secretary and head of
internal audit",Not stated,Not stated,None responsive bids received,2018/02/13,Conditional Support,Not stated,Not stated
224,2018/02/27,Trans-Caledon Tunnel Authority,"Establish financial sustainability mechanisms in the TCTA's
business model",Not stated,Not stated,"The tender advertised was non-
responsive",2018/02/15,Not Supported,Not stated,Not stated
225,2018/02/06,"uMalusi Council for Quality Assurance in
General and Further Education and Training","Procurement of laptops, Desktop, docking stations,
switches and servers",Dell,Not stated,Standardisation and compatibility.,2018/02/02,Supported,Not stated,Not stated
226,2017/12/14,NSG,"Training programme on Foursight, Innovation and
Leadership",Institute for Leadership Development,Above R500 000.00,Sole supplier,2017/12/12,Supported,Not stated,3 years
227,2018/01/12,Water and Sanitation,Supply of bulk infrastructure,Babereki Consulting Engineers,346 500 000.00,Continuity of service,2017/12/18,Not Supported,2018/04/01,2019/03/31
228,2018/01/23,Water and Sanitation,Implementation of Public Protector's remedial actions,Black Dot Property Consultants (Pty) Ltd,701 926.89,Continuity of service,2018/01/19,Not Supported,2018/03/29,2019/01/31
,2018/01/23,Water and Sanitation,Dam safety rehabilitation,Mr H. Durieux,849 000.00,Continuity of service,2017/12/13,Not Supported,2018/01/29,2020/01/28
,2018/01/23,Water and Sanitation,Dam safety rehabilitation of Casteel Dam,Mr H. Durieux,1 795 000.00,Continuity of service,2017/12/13,Not Supported,2018/01/29,2020/01/28
,2018/02/05,Water and Sanitation,"Support and maintan National Integrated Water Information
System","DHI Water Environment Health South Africa
(Pty) Ltd",5 226 900.00,Sole supplier,2018/01/19,Noted,Not stated,Not stated
,2018/02/09,Water and Sanitation,Emergency communications,Ikusasa Media,30 000 000.00,"Short Notice period before new Day
Zero in Western Cape",2018/01/30,Not Supported,Not stated,Not stated
,2018/01/30,Water and Sanitation,"Support in organising a public participation community
meeting",Implex Entertainment,4 358 506.00,Emergency due to time constraints,2018/01/25,Pending,Once off,Once off
,2017/12/14,Water and Sanitation,Mechanical and electrical asset management support,"Surface Preparation Equipment and Coating
(SPEC)",129 623 840.00,Settlement due to court order,2017/11/14,Supported,2017/06/01,2018/11/30
,2018/02/08,Western Cape Treasury,Courier service,Not stated,Not stated,"Letters sent via SAPO are
unclaimed or undelivered",2017/09/01,Not Supported,Not stated,Not stated
,2018/02/15,Women,National dialogues on gender based violence,Lefika La Phodiso,0.00,"For purposes of standardisation and
continuity",2018/02/15,Not Supported,Not stated,Not stated
237,,,,,,,,,,
238,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
