167,Q2 2023/24,,New,2023/07/19,Mintek,Verder Pumps,Verder Pumps S.A (Pty) Ltd,"R 1 975 510,00",Single source,2023/07/19,Not stated,Not stated
168,Q2 2023/24,,New,2023/07/31,Air Traffic and Navigation Services (ATNS),DocuSign contract for 3 years,DocuSign,"R 5 342 890,61",Single Source,2023/07/28,2023/08/01,2026/07/31
169,Q2 2023/24,,New,2023/08/03,Air Traffic and Navigation Services (ATNS),Services rendered by professional bodies,Various,"R 1 085 656,00",Single Source,2023/07/14,2023/07/15,2023/0714
170,Q2 2023/24,,New,2023/08/01,Strategic Fuel Fund (SFF),BPM and Accpac (Sage 300) User Request Service,Acctech Systems,"R 339 480,00",Single Source,2023/06/26,2023/06/23,2026/07/01
171,Q2 2023/24,,New,2023/08/01,Strategic Fuel Fund (SFF),"Annual service breathing apparatus, face masks and back plates.",Dräger South Africa (Pty) Ltd.,"R 22 554,72",Sole Source,2023/06/28,Once off,Once off
172,Q2 2023/24,,New,2023/08/01,Mining Qualifications Authority (MQA)SETA,To carry out additional system development and enhancemnents on SIMS,Solugrowth,"R 16 500,00",single source,2023/07/18,Not Stated,2024/03/31
173,Q2 2023/24,,New,2023/08/01,Mining Qualifications Authority (MQA)SETA,7th National Supply Chain Process Audit convention,Audit Roundtable,"R 41 395,00",sole source,2023/07/26,2023/08/24,2023/08/25
174,Q2 2023/24,,New,2023/08/08,Railway Safety Regulator (RSR),Maintenance and support to the saftey permit modell,Deloitte South Africa,"R 109 250,00",Deloitte is the developer of the Model,2023/07/12,Not Stated,Not Stated
175,Q2 2023/24,,New,2023/08/24,Agricultural Research Council (ARC),Bruker Spectrometers and allied accessories,Not stated,"R 4 259 647,15",single source,2023/08/24,Not Stated,Not Stated
176,Q2 2023/24,,New,2023/08/24,Department of International Relations and,BRICS summit,Sandton Convension Center,"R 59 232 486,00",single source,2023/08/24,Not Stated,Not Stated
177,Q2 2023/24,,New,2023/08/24,"Cooperation (DIRCO)
Department of International Relations and",BRICS host,SABC,"R 3 128 000,00",single source,2023/08/24,Not Stated,Not Stated
178,Q2 2023/24,,New,2023/08/24,"Cooperation (DIRCO)
Department of International Relations and",Frame art work,AIM Revolution,"R 6 324 942,00",single source,2023/08/24,Not Stated,Not Stated
179,Q2 2023/24,,New,2023/09/05,"Cooperation (DIRCO)
Road Traffic Management Corporation (RTMC)",Additional 200 Oracle EBS licenses for traffic officers,Oracle,"R 1 649 839,61",Single Source,2023/08/24,2023/09/01,Not Stated
180,Q2 2023/24,,New,2023/09/05,South African Health Products Regulatory Authority,Air quality and noise levels management,EXCO Environmental and Occupational Health Service,"R 2 047,00",Single Source,2023/08/28,Once off,Once off
181,Q2 2023/24,,New,2023/08/29,"(SAPHRA)
Council for Geoscience (CGS)",Backup generators,AGP Engineering,"R 1 688 775,00",Generators are already on site,2023/08/29,Once off,Once off
182,Q2 2023/24,,New,2023/09/13,Air Traffic and Navigation Services (ATNS),Emergency Procurement of critical Plumbing Services FAE ATC Tower,STM Projects,"R 4 945,00",Single Source,2023/08/10,2023/08/29,2023/12/23
183,Q2 2023/24,,New,2023/09/13,The South African National Roads Agency SOC Ltd,Emergency Procurement For The Routine Road Maintenance Of National Route 2 Section 7 To 8,Rainbow Civils,"R 7 3 733 944,27",Single Source,2023/09/12,2023/09/04,2023/02/03
184,Q2 2023/24,,New,2023/09/06,"(SANRAL)
Mining Qualifications Authority (MQA)SETA","Between Rondeheuwel And Natures Valley
Annual government powered by technology",State Information Technology,"R 5 0 400,00",Single Source,2023/08/23,2023/09/12,2023/09/14
185,Q2 2023/24,,New,2023/09/06,Mining Qualifications Authority (MQA)SETA,Conference attendance -,Association of certified fraud examiners,"R 1 1 500,00",Single source,2023/08/22,2023/09/13,2023/09/15
186,Q2 2023/24,,New,2023/06/19,Independent Regulatory Board for Auditors,Flowcentric annual license renewal,FlowCentric Technologies,"R 1 42 788,39",Sole supplier,2023/06/01,2023/06/01,2024/04/30
187,Q2 2023/24,,New,2023/06/21,Request fNora atipopnarol vTarle faosru ar yd eviation to appoin,t UU Technologies (Pty) Ltd as a single source for maintenance and support of the Safetyweb system for a,period of 36 months (U1U J uTl e2c0h2n3o l-o 3g0ie Jsun 2026),"R 2 5 279 164,00","While the project to implement the banking module is finalised under the IFMS2,",2023/06/19,Not Stated,Not Stated
188,Q2 2023/24,,New,2023/06/21,National Treasury,Sage South Africa,Gordon Instituted of Business School (GIBS),"R 2 2 000,00","a deviation was approved to appoint UU Technologies as a single source.
The minimum number of 3 quotations were not received for delivering the",2023/05/24,Not Stated,Not Stated
189,Q2 2023/24,,New,2023/06/21,AlloNcaattiioonna ol fT sreysatseumry developers for sup,"port, maintenance and continuous development services for the etenders portal and OCPO business proce",ss automationA ffrroomce tnhteri cN ITn-te0l0le4c ctuoanlt rParcotperty,"R 2 3 002 837,40","Managing for Results course . Only one service provider Gordon Instituted of
A short-term contract was put in place to ensure service continuty whilst the",2023/06/19,2023/03/30,2026/03/30
190,Q2 2023/24,,New,2023/06/21,Catering requesNt afotiro nthael TMrienaisstuerryia l bilateral meeting,"between the National Treasury and the South African Reserve Bank to be held on Monday, 5 June 2023 at",the Public Investment CBorapttoerrabtoioyns offices in Pretoria,"R 3 205,75","procurement process for the NT IT professionl services was being concluded
Due to the programme demands, and the domestic, regional and international",2023/06/05,Not Stated,Not Stated
191,Q2 2023/24,,New,2023/06/27,Department of Home Affairs Exten,sion of scope for the digital forensic contract with the Department of Home Affairs for a period of (Two) 2 M,onths. Facts Consulting (Pty) Ltd,"R 1 489 18D1u,0e0 to","programme between the Minister and the Governor of the Reserve Bank, the
the complexity of the tasks at hand and the research and analytical investigation ne",eded. 2023/05/19,2023/06/01,2023/07/31
192,Q2 2023/24,,New,2023/06/27,International Frontiers Technologies SOC LTD,Resource services for the SARS eFiling solution,Business Xponent Solutions (Pty) Ltd,"R 2 803 470,00",impracticality,2023/06/13,2023/07/01,2024/06/30
193,Q2 2023/24,,New,2023/06/27,International Frontiers Technologies SOC LTD,Resource services for the SARS Mobile application,iSolve Business Solutions (Pty) Ltd,"R 2 803 470,00",impracticality,2023/06/13,2023/07/01,2024/06/30
194,Q2 2023/24,,New,2023/07/03,Department of Employment and Labour,venue and facilities to host 100 delegates for the Irish Government’s job fair on the recruitment of South,Birchwood Hotel,"R 8 3 400,00",venue and facilities to host 100 delegates for the Irish Government’s job fair on,2023/06/21,2023/06/21,2023/06/23
195,Q2 2023/24,,New,2023/07/03,Department of Employment and Labour,"African Citizens in the Construction Sector
Approval to attend the 11th Annual SA AIDS Conference",Dira Singwe Conference,"R 2 6 000,00","the recruitment of South African Citizens in the Construction Sector
Approval to attend the 11th Annual SA AIDS Conference",2023/06/19,2023/06/20,2023/06/23
196,Q2 2023/24,,New,2023/07/04,"Commission for Conciliation, Mediation & Arbitration",Payment of Advisory Fees,Institute of Directors South Africa (IoDSA),"R 4 6 0P0a0y,m00en",t of Governance Advisory Services to (IoDSA) for the review of Governing Body Do,cuments 2023/06/23,Not Stated,Once-Off
197,Q2 2023/24,,New,2023/07/06,Department of Home Affairs,Procurement of an ICT solution (Microsoft Enterprise 365 E5),Microsoft Ireland Operations Limited,"R 1 6 491 465,26",Procurement of an ICT solution (Microsoft Enterprise 365 E5),2023/06/22,2023/06/26,2026/06/25
198,Q2 2023/24,,New,2023/07/07,Independent Regulatory Board for Auditors,contract drafting training,Enterprise university of Pretoria,"R 9 000,00",Single source,2023/06/27,Once off,once off
199,Q2 2023/24,,New,2023/07/07,Independent Regulatory Board for Auditors,Problem solving and critical thinking training,Wits Business school,"R 2 2 195,00",Single source,2023/06/23,Once off,once off
200,Q2 2023/24,,New,2023/07/12,Development Bank of Southern Africa,The detailed planning to implementation-readiness and construction management oversight of rural,CSIR,"R 1 5 000 000,00","The DBSA is collaborating with various key stakeholders including the CSIR,",2023/07/10,2023/08/01,2025/07/31
201,Q2 2023/24,,New,2023/07/12,Development Bank of Southern Africa,"community water schemes in five priority villages in Vhembe District Municipality.
The DBSA Corporate Secretariat needs to source the services of a facilitator for the Municipal Integrated",Mr Andrew Boraine,"R 2 00 000,00","Water Research Commission (WRC), Department of Water and Sanitation
The purpose of the services required is to ensure continuity to the Board",2023/06/27,2023/06/28,2023/08/31
202,Q2 2023/24,,New,2023/07/12,Development Bank of Southern Africa,"Approach Session. The conversion is a continuation of the Board Strategy meeting that was facilitated by
Emergency for the urgent and unforeseen Expenditure (Procurement of Economic Services) for DBSA",Mr Andrew Boraine,"R 2 00 000,00","conversation and alignment of the solutions to the adopted strategy
The unforeseen circumstance necessitated the need for a facilitator to stand in for",2022/11/17,2022/11/17,2023/05/19
203,Q2 2023/24,,New,2023/07/13,Department of Home Affairs,"Board Strategy Session
Deviation from the normal competitive bidding process: Appointment of Denga Incorporated Attorneys",Denga Incorporated Attorney,"R0,00","the Board Chairman in the two days Board’s strategy. Considering the time
Due to urgency to file the leave to appeal against the judgement",2023/07/07,Not Stated,Not Stated
204,Q2 2023/24,,new,2023/07/13,Independent Regulatory Board for Auditors,Sage Payroll training,Sage South Africa,"R 2 622,00",Single source,2023/11/07,2023/08/11,Once Off
205,Q2 2023/24,,New,2023/07/14,Department of Home Affairs,"Appointment of a service provider to provide support and maintenance of backup Generators,",Cool Breeze Air conditioning and Refrigeration,"R0,00","● Constant loadshedding and power interruptions,Time required for bid",2023/06/30,2023/07/17,2024/01/17
206,Q2 2023/24,,New,2023/07/18,Government Pensions Administration Agency,"Uninterrupted power supply units (UPS), Air-Conditioners in various Department of Home Affairs offices
Appointment of a service provider to provide support and maintenance of backup Generators,",South African Broadcasting Corporation (SABC),"R 1 2 729 982,50","finalisation
To procure radio and televison services from the SAbC for the purpose of",2023/11/07,SLA not signed,SLA not signed
207,Q2 2023/24,,New,2023/07/18,National Treasury,"Uninterrupted power supply units (UPS), Air-Conditioners in various Department of Home Affairs offices
Renewal and new member applications of the Institute of Internal Auditors of South Africa (IIASA) - July",IIASA It is the National Treasu,"ryR’s p r a c t i c e t o p r o m o t e a c c r e 4d 2it a1t1io6n,4 b6y","member education and awareness.
paying these membership fees to maintain a high-quality working relationship with i",ts staff memb2e0r2s3 a/0n7d/ 1th3us securing t,"heir future in this profession.
Not Stated",Not Stated
208,Q2 2023/24,,New,2023/07/18,South African Revenue Service,"2023
Appointment of World Customs Organization (WCO) to provide forty-two (42) SARS employees with the",World Customs Organization,"R 7 27 830,89",Sole supplier,2023/07/17,2023/08/01,2028/07/31
209,Q2 2023/24,,New,2023/07/20,Department of Home Affairs,"subscription services to the WCO Harmonized System Database and Explanatory Notes for employees
Procurement of a payroll management services",MondTes Holdings (Pty) Ltd,"R 4 666 032,00",Appointed JV put to terms due to poor payroll management and to allow sufficient,2023/06/30,2023/07/01,2024/06/30
210,Q2 2023/24,,New,2023/07/20,South African Revenue Service,LEARNING & DEVELOPMENT SUMMIT 27-28 JULY for 5 Delegates,PRINCETON ACADEMY,"R 3 4 995,00","time for the BMA to embark on an open bidding process
Single source",2023/07/17,2023/07/27,2023/07/28
211,Q2 2023/24,,New,2023/07/21,Financial Sector Conduct Authority,Provision of F5 license subscription and support,NEC XON Systems (Pty) Ltd,"R 5 662 204,10",Limited bidding process,2023/07/13,Not Stated,Not Stated
212,Q2 2023/24,,New,2023/07/21,Financial Sector Conduct Authority,Money Smart Week South Africa Radio Campaign,South African Broadcasting Corporation (SABC),"R 1 500 000,00",Single Source,2023/07/13,Not Stated,Not Stated
213,Q2 2023/24,,New,2023/07/21,Financial Sector Conduct Authority,Renewal of Ivanti enterprise service management software license ans support,Blue Turtle Technologies (Pty) Ltd,"R 1 423 463,54",Limited bidding process,2023/07/13,Not Stated,Not Stated
214,Q2 2023/24,,New,2023/07/21,South African Revenue Service,Ratification Kroonstad Lease Extension,54 Hillstreet Investments (Pty) Ltd,"R 2 22 122,08",Noting of the negotiations outcome with 54 Hillstreet Investments (Pty) Ltd for the,2023/06/26,2023/01/01,2023/12/31
215,Q2 2023/24,,New,2023/07/24,Centre for Public Service Innovation,Hosted Disaster Recovery Solution,BOA Technologies,"R 2 574 871,11","Kroonstad branch office
RFQ was non-responsive, three responses received but the third response was",2023/07/12,2023/08/01,2026/07/31
216,Q2 2023/24,,New,2023/07/14,South African Revenue Service,eighty (80) SARS employees (40 in 2023 and 40 in 2024) to attend the SAIT Masterclass: Transfer Pricing,South African Institute of Taxation (SAIT),"R 1 40 420,00","received after the cut-off time
Sole supplier",2023/07/14,2023/07/14,2025/07/13
217,Q2 2023/24,,New,2023/07/25,Government Communication & Information System,"Compliance Webinar Package for a period of two (2) years at a total value of R 140,420.00.
CSPS - KZN Community Safety follow-up campaign","Inanda, Izwi-lomzansi","R 1 2 000,00",The medium selected will best meet the intended largest audience,2023/07/17,2023/07/17,2023/07/21
218,Q2 2023/24,,New,2023/07/25,Government Communication & Information System,DHS - Housing the Nation Campaign,ETV and ESAT TV,"R 8 54 496,00",The medium selected will best meet the intended largest audience,2023/07/17,2023/07/17,2023/07/28
219,Q2 2023/24,,New,2023/07/25,Government Communication & Information System,Compensation Fund - Return Of Earnings 2022 (Digital Screens-Roadside),"Alive Advertising, Bulldog Ads, Esona, Outdoor","R 4 524 029,00",The medium selected will best meet the intended largest audience,2023/07/20,2023/07/21,2023/07/21
220,Q2 2023/24,,New,2023/07/26,National Treasury,Renewal of a forensic imaging software license (Cellbrite),"Network, Platinum Media, Placement Media, Reveel,
Cellbrite/ Pandacom Distributors","R 1 222 450,00",The Distributor is the sole distributor acting in the territory of South Africa,2023/07/18,2023/10/02,2026/09/30
221,Q2 2023/24,,New,2023/07/26,National Treasury,Request for approval to participate in the conference organised by the Institute of Municipal Engineering,PeriExpo,"R 2 1 355,50",Sole provider within the Institute of Municipal Engineering of South Africa,2023/07/13,Not Stated,Not Stated
222,Q2 2023/24,,New,2023/07/26,National Treasury,"of South Africa
Request for approval to repair a damaged laptop",HP Instant Repair,"R 8 050,00","The laptop is still under warranty; however, the warranty does not cover any water",2023/07/21,Not Stated,Not Stated
223,Q2 2023/24,,New,2023/07/28,Development Bank of Southern Africa,The procurement of legal advisors to assist the IPP Office with the close out of the Risk Mitigation IPPPP,Ledwaba Mazwai,"R0,00","damage. The original equipment manufacturer (OEM) HP carries repairs on their
The close out of REIPPPP BW5",2023/07/28,2023/08/01,2024/07/31
224,Q2 2023/24,,New,2023/07/28,Development Bank of Southern Africa,"(RMIPPPP) and Renewable Energy IPPPP Bid Window 5 (REIPPP BW5).
The procurement of legal advisors to assist the IPP Office with the close out of the Risk Mitigation IPPPP",Webber Wentze,"R0,00",The close out of RMIPPPP,2023/07/28,2023/08/01,2024/07/31
225,Q2 2023/24,,New,2023/07/28,Development Bank of Southern Africa,"(RMIPPPP) and Renewable Energy IPPPP Bid Window 5 (REIPPP BW5).
The procurement from a Single Source Supplier for iPads and peripherals for the IPP Office EXCO team",iStore,"R 2 09 376,00",To procure iPads for members of EXCO,2023/07/28,2023/07/25,2023/08/04
226,Q2 2023/24,,New,2023/07/28,Independent Police Investigative Directorate,Renewal of ICT Software License - InMagic License,Mindex Systems,"R 2 8 163,50",Sole supplier,2023/07/24,Not Stated,Not Stated
227,Q2 2023/24,,New,2023/07/28,Independent Police Investigative Directorate,Departmental Catering Services,Servest Solutions,"R 9 430,00",Cost containment,2023/07/25,Not Stated,Not Stated
228,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Budget Vote,"EC: Alfred Nzo ,Isihanosi , Kouga,Kunmkani ,Link","R 832 000,00",The medium selected will best meet the intended largest audience,2023/07/19,2023/07/21,2023/07/24
229,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,GCIS Priority campaign 2023/24_Community Radio Addendum,"Ngqushwa ,Oasis. KZN: Abusekho
Engcobo FM, Isajonisi,, Link, Ngqushwa FM, Nkqubela,","R 364 000,00",The medium selected will best meet the intended largest audience,2023/07/10,2023/07/11,2023/07/11
230,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Jobs Fair Thohoyandou,"Oasis FM, GNCR, ICORA, Inanda FM, Izwi Lomzansi,
SABC and MSG Group Sales","R 400 531,78",The medium selected will best meet the intended largest audience,2023/07/26,2023/07/26,2023/07/27
231,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Free State BRICS Road Show,United Stations,"R 104 646,09",The medium selected will best meet the intended largest audience,2023/07/27,2023/07/28,2023/07/28
232,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Employement Equity Amendments and Roadshows (2023),"Arena Holdings, Brand Edge Media Advertising","R 480 931,90",The medium selected will best meet the intended largest audience,2023/07/28,2023/07/31,2023/07/31
233,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,External Bursary Scheme Advert,"Services and Media24.
Arena Holdings (Soweten), Media24 (Daily Sun),","R 265 337,00",The medium selected will best meet the intended largest audience,2023/07/28,2023/07/28,2023/09/30
234,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Justice Recruitment Week 29 (2023),"Fundudzi Media ( Sunday World). Arena Holdings (
Fundudzi Media and Media24.","R 45 177,75",The medium selected will best meet the intended largest audience,2023/07/28,2023/07/30,2023/07/30
235,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,Assessment Protocol for Cape Vultures,Arena Holdings,"R 17 595,00",The medium selected will best meet the intended largest audience,2023/07/31,2023/07/31,2023/07/31
236,Q2 2023/24,,New,2023/08/02,Government Communication & Information System,NPA Tender Notice Week (2023),Arena Holdings and Media24,"R 38 865,40",The medium selected will best meet the intended largest audience,2023/07/28,2023/07/30,2023/07/31
237,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,Renewal of EL@B software agreement for maintenance and support for South African Military Health,Ilex South Africa (Pty) Ltd,"R 1 990 507,07",Maintenance and support for the existing software,2023/06/21,2023/07/01,2024/06/30
238,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,"Service (SAMHS) laboaratory systems
Provision of cleaning and hygiene services at SITA Durban Office on a month to month for a period not",SNO Cleaning Services CC,"R 21 564,82",The replacement procurement process is still underway.,2023/05/10,2023/05/10,2023/06/10
239,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,"exceeding three months
Opearating lease agreement for SITA Modimolle satelite office",Tiradeprops 136 (Pty) Ltd,"R 287 426,44",The bid had to be cancelled as no bids were received from the market. SITA is,2023/04/26,2023/05/01,2024/07/31
240,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,"Procurement and supply of IBM Mainframe Emulation Siftware for the Department of Education's
Renewal of BarnOwl maintenance and license fees on behalf of the department of the premier, Western",Software AG South Africa (Pty) Ltd,"R 2 386 231,60","embarking on an RFI process for market analysis and a competitive bidding
Compaibility with the existing infrastructure.",2023/07/07,2023/07/14,2026/06/30
241,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,"Examination System, to comply with the Limpopo Provincial VPN prescripts
Cape government, for a period of three (3) years",IDI Technology Solutions,"R 563 994,50",Business continuity.,2023/03/31,2023/03/01,2026/02/28
242,Q2 2023/24,,New,2023/08/02,State Information Technology Agency,Procure a service for the upgrade to teammate + and renewal of the dotp teammate maintenance and,Wolters Kluwer Tax and Accounting Southern Africa,"R 2 894 720,41",Business continuity.,2022/11/02,2023/01/01,2025/12/31
243,Q2 2023/24,,New,2023/08/02,Department of Home Affairs,"licenses contract for a period of thirty-six (36) months
Procurement of the third-party interface payroll management services.",Q LINK,"R0,00",Due to urgent intervention to stabilise the third-party payment challenges.,2023/07/14,2023/07/14,2026/07/13
244,Q2 2023/24,,New,2023/08/02,South African Revenue Service,fifty (50) SARS employees (25 in 2023 and 25 in 2024) to attend the online Paralegal Practitioner short,2U GetSmarter (US) LLC,"R 700 000,00",Sole supplier,2023/08/02,2023/08/04,2023/08/03
245,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,"course at the University of Cape Town through 2U GetSmarter for a period of two (2) years at a total
Blanket Wool Type",Ahlesa Blankets PTY LTD,"R 1 595 000,00",Limited bidding,2022/07/18,2021/05/10,2023/03/31
246,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Cotton Sheeting P48,Da Gama Textiles,"R 108 215,00",Limited bidding,2022/10/11,2021/05/10,2023/03/31
247,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Cotton Type F56,Da Gama Textiles,"R 195 725,40",Limited bidding,2022/10/11,2021/05/10,2023/03/31
248,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Towelling,Colibri Towelling Western Cape (PTY) LTD,"R 997 640,00",Limited bidding,2022/12/08,2023/05/05,2023/03/31
249,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Cotton Sheeting,Da Gama Textiles,"R 1 740 306,50",Limited bidding,2022/12/06,2021/05/10,2023/03/31
250,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Drill J54 Royal Blue Without Logo 150 cm Wide,Da Gama Textiles,"R 430 440,00",Limited bidding,2023/02/16,2021/05/10,2023/03/31
251,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric TCC,Da Gama Textiles,"R 87 900,00",Limited bidding,2023/03/09,2021/05/10,2023/03/31
252,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Cotton Sheeting P48,Da Gama Textiles,"R 117 625,00",Limited bidding,2023/03/31,2021/05/10,2023/03/31
253,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Cotton Sheeting P48,Da Gama Textiles,"R 397 093,60",Limited bidding,2022/07/08,2021/05/10,2023/03/31
254,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Towelling,Colibri Towelling Western Cape (PTY) LTD,"R 624 834,00",Limited bidding,2022/06/20,2023/05/05,2023/03/31
255,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric Towelling,Colibri Towelling Western Cape (PTY) LTD,"R 63 000,00",Limited bidding,2022/08/23,2023/05/05,2023/03/31
256,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric poly cotton type 60,Da Gama Textiles,"R 1 408 400,00",Limited bidding,2022/08/25,2021/05/10,2023/03/31
257,Q2 2023/24,,New,2023/08/02,Department of Employment and Labour,Fabric poly cotton type 60,Da Gama Textiles,"R 1 408 400,00",Limited bidding,2022/09/07,2021/05/10,2023/03/31
258,Q2 2023/24,,New,2023/08/03,South African Revenue Service,for attendance of Compliance Institute Southern Africa conference by two (2) delegates from Internal Audit,Compliance Institute Southern Africa,"R 15 600,00",Single source,2023/08/02,2023/08/23,2023/08/24
259,Q2 2023/24,,New,2023/08/04,"Commission for Conciliation, Mediation & Arbitration","Division - Governance and Risk.
CCMA Mobile Application (CCMA Connect)",Vodacom,"R 1 387 798,33",Current RT15 - 2021 Transversal contract does not included the services of,2023/07/17,2023/08/01,2026/07/31
260,Q2 2023/24,,New,2023/08/05,Government Communication & Information System,GCIS_Government priority campains 23/24,SABC,"R 7 000 000,00","mobile app platform.
The medium selected will best meet the intended largest audience",2023/07/28,2023/09/01,2023/12/31
261,Q2 2023/24,,New,2023/08/05,Government Communication & Information System,Women's month 2023 campaign,SABC TV and Radio,"R 997 987,25",The medium selected will best meet the intended largest audience,2023/08/02,2023/08/02,2023/08/15
262,Q2 2023/24,,New,2023/08/05,Government Communication & Information System,Visit by DRC minister of transport,SABC,"R 1 146 067,00",The medium selected will best meet the intended largest audience,2023/08/04,2023/08/05,2023/08/07
263,Q2 2023/24,,New,2023/08/05,Government Communication & Information System,Appointment of audit committee(recruitment),Arena Holdings,"R 98 756,25",The medium selected will best meet the intended largest audience,2023/08/04,2023/08/06,2023/08/06
264,Q2 2023/24,,New,2023/08/05,Government Communication & Information System,Catering between the minister in the presidency and GCIS employees,Dasimon (Pty) Ltd,"R 39 760,00",Single source,2023/08/03,2023/08/03,2023/08/03
265,Q2 2023/24,,New,2023/08/07,Independent Regulatory Board for Auditors,Business paywall subscription,Arena Holdings,"R 16 752,00",Single source,2023/07/31,2023/08/01,2024/07/31
266,Q2 2023/24,,New,2023/08/07,South African Revenue Service,for attendance of Customer Experience Management Africa Summit by six (6) delegates at Taxpayer and,VUKA GROUP,"R 51 495,04",Single source,2023/08/03,2023/08/16,2023/08/16
267,Q2 2023/24,,New,2023/08/07,South African Revenue Service,"Trader Education Product
attendance of Compliance Monitoring Training for the delegates at Internal Audit Division- Governance",Compliance Institute Southern Africa,"R 13 800,00",Single source,2023/08/04,2023/09/05,2023/09/07
268,Q2 2023/24,,New,2023/08/08,South African Revenue Service,"and Risk.
Procurement of a 3-year software Enterprise Agreement",Microsoft,"R 26 784 050,68",Enterprise agreement can only be signed directly with Microsoft. ICASA is not,2023/05/23,2023/05/31,2026/05/31
269,Q2 2023/24,,New,2023/08/08,South African Revenue Service,ASMS Support and Maintenance,GEW,"R 422 050,00","able to procure Microsoft licenses from any other suppliers.
ICASA is utilising the Automated Software-Based Spectrum Management System",2023/04/29,2023/06/23,2023/11/23
270,Q2 2023/24,,New,2023/08/10,Independent Regulatory Board for Auditors,Executive development programme,University of Cape Town,"R 91 500,00","offered by GEW and that is customised for spectrum licensing, type approval and
Single source",2023/08/08,2023/10/22,Once Off
271,Q2 2023/24,,New,2023/08/14,State Information Technology Agency,Procurement of Broadcom software licences via CA Southern African (Pty) Ltd with maintenance and,CA Southern Africa (Pty) Ltd:,"R 2 260 670,10",Maintenance of the existing infrastructure,2023/06/19,2023/06/19,2025/05/18
272,Q2 2023/24,,New,2023/08/14,State Information Technology Agency,"support for a period of two years
Diesel replenishment services to the 157 SAPS switching centres, Nodal Point Sites and SAPS high sites",Infrasol (Pty) Ltd,"R 29 281 875,00",The replacemnet tender process was cancelled as none of he bidders complied,2023/08/10,2023/08/02,2024/04/16
273,Q2 2023/24,,New,2023/08/14,State Information Technology Agency,Request for office accommodation for the SITA Rustenburg office for three years,Land and Agricultural Development Bank of South Africa,"R 340 468,45","with the bid requireemnts. This process will allow for business continuity whilst a
The identified office space meet the SITA office requirements.",2023/07/06,2023/10/06,2026/06/30
274,Q2 2023/24,,New,2023/08/15,South African Revenue Service,Maintenance and Support services of Erwin Enterprise Architecture (EA) Software Suite,Casewise South Africa (Pty) Ltd,"R 17 882 022,14",Sole supplier,2023/08/14,2024/01/01,2028/12/31
275,Q2 2023/24,,New,2023/08/15,South African Revenue Service,"The renewal of the Portfolio Licensing Agreement (PLA) for Micro Focus products deployed within the
Axiz (Pty) Ltd",,"R 33 452 932,59",Sole supplier,2023/08/14,2023/09/01,2026/08/31
276,Q2 2023/24,,New,2023/08/17,Government Communication & Information System,"SARS IT environment through the SITA/Microfocus Framework Agreement
DALRRD - BRICS Ministers Meeting",SABC,"R 322 000,00",The medium selected will best meet the intended largest audience,2023/08/08,2023/08/10,2023/08/10
277,Q2 2023/24,,New,2023/08/17,Government Communication & Information System,DHS - Multimedia Campaign 2023,"Mediamark, MSG Group Sales, Primedia Broadcasting ,","R 5 903 614,13",The medium selected will best meet the intended largest audience,2023/08/08,2023/08/09,2023/09/09
278,Q2 2023/24,,New,2023/08/17,Government Communication & Information System,DOJ&CD - Justice Recruitment Week 2023-24 Week 31,"SABC Radio and SABC TV
Arena Holdings","R 35 552,25",The medium selected will best meet the intended largest audience,2023/08/11,2023/08/13,2023/08/13
279,Q2 2023/24,,New,2023/08/17,Government Communication & Information System,SAPS - SAPS Recruitment Week 29(2023),Fundudzi Media,"R 26 013,00",The medium selected will best meet the intended largest audience,2023/08/11,2023/08/13,2023/08/13
280,Q2 2023/24,,New,2023/08/17,Government Communication & Information System,DFFE - Public Notice and Gazette(Amendments of Wild Abalone Regulations ),"Arena Holdings ,Media24 and Fundudzi Media and","R 103 212,60",The medium selected will best meet the intended largest audience,2023/08/11,2023/08/13,2023/08/13
