,,,,,,,,,
GOVERNANCE MONITORING AND COMPLIANCE: QUARTER 1 (APRIL - JUNE 2018) REPORT- DEVIATIONS,,,,,,,,,
169,STATS SA,Procurement of superstar suite licenses,Space-Time Research,6 863 033.00,Sole supplier,2018/01/25,Supported,2018/05/01,2021/04/30
170,Strategic Fuel Fund,"Conduct a feasibility study of LPG and product tanker vessels
navigating and berthing in the port of Saldanha",CSIR,Not Stated,Single source,2018/01/24,Not supported,Not stated,Not stated
171,The Market Theatre,Renovation of the heritage house,Not stated,0.00,Continuity of service,2018/05/31,Pending,Not stated,Not stated
172,Trade and Industry,Conference facility,ELICC,2 338 744.10,Single supplier,2018/06/25,Supported,2018/07/19,2018/07/20
173,Trade and Industry,Conference facility,CTICC,1 059 648.96,Single source,2018/06/11,Not supported,2018/06/11,2018/06/18
174,Trade and Industry,Network Maintenance and support,Dimension Data,450 000.00,Finalise competitive bidding process,2018/04/17,Not supported,2018/05/01,2018/07/31
175,Transnet,Transactional Arranger,JP Morgan,2.4 billion,Preferred supplier,2018/05/17,Pending,Not indicated,5 Years
176,"uMalusi Council for Quality
Assurance in General and
Further Education and
Training",Webhosting,Teknatic LLC,444 600.00,Sole supplier,2018/06/06,Not supported,Not stated,24 Months
177,"uMalusi Council for Quality
Assurance in General and
Further Education and
Training","Provision of Advanced Software Solution for Education and
Training (ASSET) software system","Blue Sky Management
Consulting (Pty) Ltd",1 049 983.49,Sole supplier,2018/06/18,Noted,Not stated,Not stated
178,Water and Sanitation,"Communication on the water restrictions imposed by Gazette
Notice 41381",Ikusasa Media,30 000 000.00,Emergency,2018/03/05,Not supported,Not stated,Not stated
179,Water and Sanitation,"Support and maintenance of the P-System to assist with
2017/18 audit",Pula Strategic Resource,3 801 002.00,Continuity of service,2018/05/11,Not supported,Not stated,6 Months
180,Water and Sanitation,Maintenance and repairs of pumps at Lavumisa Pump Station,"SAMCO Pumps South Africa
(Pty) Ltd",1 061 436.00,Sole supplier,2018/03/20,Conditional support,Not stated,Not stated
181,"Wholesale and Retail
Sector Education and
Training Authority",Verification of learners,NEXUS,4 003 647.00,Continuity of service,2018/04/25,Not supported,2018/03/01,2019/03/31
182,"Wholesale and Retail
Sector Education and
Training Authority",Legal Services,Bowman Gilfillan,2 000 000.00,Urgency,2018/04/25,Not supported,2018/10/01,2018/03/31
183,"Wholesale and Retail
Sector Education and
Training Authority",To investigate and initiate proceedings,Webber Wentzel,1 000 000.00,Continuity of service,2018/04/25,Not supported,2018/01/01,2019/03/31
184,"Wholesale and Retail
Sector Education and
Training Authority",Procurement of security services,CYNRE,600 000.00,Urgency,2018/05/04,Not supported,2017/12/01,2019/03/31
185,"Wholesale and Retail
Sector Education and
Training Authority",Organisational Developmet,Korn Ferry Hay group,1 058 000.00,Sole supplier,2018/02/28,Not supported,2018/02/01,2019/03/31
,,,,,,,,,
