,,,Deviations Quarter 3: October - December 2017,,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendati
on Date",Support Status,"Contract Start
Date","Contract End
Date",
1,2017/11/08,Academy of Science of South Africa,Procurement of ICT goods and services,Not Stated,Not Stated,SITA failed to assist,2017/11/07,Not supported,Not Stated,Not Stated,
2,2017/11/28,Academy of Science of South Africa,Certification of journal,Caboverde Technologia E Service Eireli,800 000.00,Sole supplier,2017/11/28,Supported,Once off,Once off,
3,2017/10/09,"African Exploration Mining and Finance
Corporation SOC Ltd","Operation and maintenance of a mobile crushing and
screening plant","Commodity Logistix Managers (CLM) Africa (Pty)
Ltd",12 571 974.72,Single Source,2017/10/05,"Conditional
Supported",2017/11/01,2018/09/30,
4,2017/11/10,"African Exploration Mining and Finance
Corporation SOC Ltd",Provision of Consultants,Not Stated,Not stated,Finalisation of Eskom tender,2017/11/10,Not supported,Not Stated,Not Stated,
5,2017/12/14,Agrément South Africa,"Supply ICT and Telephony and move the existing ICT
infrastructure from CSIR to Agrément South Africa",Vox Telecom,0.00,"Vox Telecom will provide the service
for a shorter period as they are
CSIR service provider",2017/12/13,Not supported,Not stated,Not stated,
6,2017/10/09,"Agriculture, Forestry and Fisheries","Capacitate Nascent, Small and Medium Agro-processing
Agribusinesses on mandatory food manufacturing norms
and standards",SABS,20 000 000.00,Economies of scale,2017/09/11,"Conditional
Supported",2017/11/01,2022/10/31,
7,2017/10/09,"Agriculture, Forestry and Fisheries","Technical and specialised support services in relation to the
project conceptualisation, commercialisation and
commissioning of prospective Agro-processing
development initiative",CSIR,50 000 000.00,CSIR has better expertise,2017/10/09,Not supported,2017/11/01,2022/10/31,
137,2017/11/09,Rural Development and Land Reform,"Western Cape, provide satellite connectivity for 17 sites
Managing and controlling the OCIO service desk",SITA,16 261 456.02,"SITA Act mandates SITA to provide
IT service to Organs of State",2017/11/03,Noted,Not Stated,Not Stated
138,2017/10/06,S.A Tourism,Various markerting initiatives,Different service Providers,0 00,"The exclusive and unique nature of
the Tourism related products",2017/09/28,Supported,2017/10/26,2018/10/25
139,2017/11/06,S.A Tourism,Procurement of QIT support & maintenance services,M-Assessment services (G4s),2 600 000.00,Sole supplier,2017/11/01,Supported,2018/04/01,2023/03/21
140,2017/12/04,SAA,Consulting services,Four International Specialists,13 000 000.00,Lack restructuring function skills,2017/12/04,"Conditional
support","Date of
approval",2018/06/30
141,2017/12/04,SAA,Cultural change management,Human Capital Engine,764 500.00,Enabling sustainable culture change,2017/12/04,Not supported,"Date of
approval",Not stated
142,2017/12/04,SAA,Recruitment of critical EXCO and specialist positions,Various suppliers,Not stated,"Reputable market and search
methodology",2017/12/04,Not supported,"Date of
approval",Not stated
143,2017/12/04,SAA,Assist in financial performance,ASA Chartered Accountants & Auditors Inc,6 000 000.00,"Reputable knowledge of IFRS,
GRAP, Companies Act, PFMA,
MFMA, Treasury regulation and
other legislation",2017/12/04,"Conditional
support","Date of
approval",2018/06/30
144,2017/12/04,SAA,Organisational design,Accenture and Bain Capital,Not stated,Reputable consultants track record,2017/12/04,Not supported,"Date of
approval",Not stated
145,2017/12/04,SAA,Request for funding,Various suppliers,13 600 000 000 000.00,Emergency,2017/12/04,Not supported,"Date of
approval",Not stated
146,2017/12/04,SAA,Transactional advisor,Various suppliers,Not stated,Enhance the internal capacity,2017/12/04,Not supported,"Date of
approval",Not stated
147,2017/11/13,SABC,"To add the early warning fire detection to the current
system",Multinet Systems (Pty)Ltd,5 608 822.10,"Continuation of the required
services.",2017/11/13,Supported,2017/12/01,2019/03/30
148,2017/11/29,SABC,SABC Education Matric results - SMS and USD services,FoneWorx Systems (Pty) Ltd,157 512.01,"FoneWorx has already developed a
database of beneficiaries for SMS
and USSD services",2017/11/29,Supported,2017/12/08,2018/01/31
149,2017/11/22,SABC,Valuation Model Development,Mutistax (Pty) Ltd,1 800 000.00,"Mutistax has vast experience in
valuation model development",2017/11/20,Not supported,2017/12/01,2018/02/28
150,2017/11/22,SABC,Property valuation,Mopan Property Services,24 527.70,"There are no known property
valuators in London",2017/11/23,Not supported,Once off,Once off
151,2017/11/22,SABC,Supply and delivery of 3 OB Trailers,Turnkey Media Solution (NIC),12 617 747.87,"Contract was suspended before
work could commence",2017/11/24,Not supported,2018/01/01,2018/06/30
152,2017/12/06,SABC,"Production of Hug a Tree TV Season, Once upon a Country
and Making Cents","Super Hero Media, Hug a Tree & Media Gate",518 857.00,"Ensure stability for the channels and
that the quality of the production is
high",2017/12/06,Supported,Once off,Once off
153,2017/12/08,SABS,Automation of Financial Statements,Adapt IT,390 299.00,Sole supplier,Not stated,Not supported,Not stated,Not stated
154,2017/10/10,SAMSA,System for monitoring safety of life and property at sea,Deviate from process to closed bid,Not indicated,"Direct Manufacturer to decrease
costs",2017/10/10,Supported,Not stated,Not stated
155,2017/12/08,SANAS,Development and delivery of Shanduka phase III,Core Focus,5 000 000.00,Continuity of service,2017/12/08,Not supported,N/A,N/A
156,2017/10/16,SANBI,"Embracing Anxiety , an in-house workshop",Symphonia Leadership Development (Pty) Ltd,54 093.00,"The workshop will assist with
transformation path for staff in both
units",2017/10/10,"Within the
Authority of the
AA/AO",Once-off,Once-off
157,2017/11/21,SANBI,Printing servives,Malachite Marketing,76 998.08,Quotation process,2017/11/15,Supported,Not Stated,Not Stated
158,2017/12/19,SANBI,Dynamic resources link system for payment of salaries,Business Connexion,737 549.66,"The transfer of the system from NRF
cannot be done",2017/12/18,Not supported,2018/04/01,2018/03/31
,,,Deviations Quarter 3: October - December 2017,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendati
on Date",Support Status,"Contract Start
Date","Contract End
Date"
159,2017/11/01,SANPArks,"Maintenance and support of SANParks fixed wing aircraft
fleet",Placo,850 000.00,Competitive bidding in progress,2017/10/31,Supported,2017/12/01,2018/05/30
160,2017/11/01,SANPArks,Maintenance and support of SANParks helicopter fleet,EC Aviation,2 500 000.00,Competitive bidding in progress,2017/11/01,Not supported,2017/12/01,2018/05/30
161,2017/11/01,SANPArks,Supply of opioid capture drugs,Wildlife Pharmaceuticals Pty Ltd,642 196.43,Sole supplier,2017/11/01,"Conditional
support",2017/12/01,2018/11/30
162,2017/11/20,SANPArks,"To operate the resturant in Satara, Olifants and Letaba",Tindlovu management services Pty Ltd,0 00,"Urgency due to the current supplier
being evicted",2017/11/17,"Conditional
support",2017/12/01,2018/05/30
163,2017/12/07,SANParks,Golden Gate National Park Hotel System,Hospitatlity Integrated Solution Africa,206 382.00,"Competitive bidding process in
progress",2017/12/07,Not verifiable,2018/01/01,2018/11/30
164,2017/10/03,SANRAL,System upgrade,Midas,6 840.00,Original Equipment Manufacturer,2017/09/08,Supported,Not stated,1 month
165,2017/08/02,SANRAL,Chairperson services,Advocate Maenetjie,3762 per hour,Continuation of work,2017/08/01,"Conditional
support",2017/10/04,2017/10/30
166,2017/10/09,SANRAL,Demolition of bridge in Ekurhuleni,Jet Demolition,4 438 169.20,Emergency,2017/10/09,"Conditional
support",Not stated,Once off
167,2017/12/05,SANRAL,E-recruitment services,Career Junction,205 487.28,Preferred bidder by entity,2017/12/04,Not supported,N/A,N/A
168,2017/12/05,SANRAL,E-recruitment services,Hardcat Africa,81 585.00,Original Equipment Manufacturer,2017/12/04,Not supported,N/A,N/A
169,2017/10/11,SAPO,To provide certified mag-stripe debit cards,"Oberthour Technologies (Pty) Ltd and Gemalto
Southern Africa (Pty) Ltd",0 00,Continuity of service,2017/10/11,Not supported,2017/11/01,2018/10/31
170,2017/09/19,SAPO,To manufacture bank cards,Gemalto Southern Africa (Pty) Ltd,67 716 814.58,"Supplier's technical expertise and
experience",Undated,Not supported,2017/11/01,2017/10/31
171,2017/09/19,SAPO,"To enchance two banking systems in order to enable the
launch of the tax free saving account",Oracle Coporation and Escher Group,630 706.50,Original Equipment Manufacturers,Undated,"Conditional
support",Once off,Once off
172,2017/11/21,SAPO,"Costing and additional detail of certain proposals/process
options that SAPO wants to offer SASSA",Fidelity Security Services,0 00,"To obtain costing through the
Request for information process for
SASSA discussions",2017/11/21,Supported,Once off,Once off
173,2017/11/21,SAPO,"Mastercard Interface Processor (MIP) and VISA Access
Point (VAP)",Mastercard and VISA,8 887 700.00,Sole Supplier,2017/10/27,"Conditional
support",2017/12/01,2018/12/30
174,2017/10/20,SAPS,Procurement of 51 300 buttons gilt 13mm,Metal Badge and button,1 013 175.00,Urgency,2017/10/18,Not supported,Once-off,Once-off
175,2017/11/28,SAPS,Procurement of Grande Luancher (40 MM),Rheinmetell DENEL Munition,638 400.00,Urgency,2017/11/22,Not verifiable,Once off,Once off
176,2017/12/11,SAPS,"Prourement of 5 184 000, 9x19mm round ball ammunition",Denel PMP,24 209 280.00,Sole supplier,2017/12/05,Supported,Once off,Once off
177,2017/10/25,SAPS,"Procurement of 5 976 000, 9x19mm round ball ammunition",Denel PMP,27 865 890.00,Sole supplier,2017/10/23,"Conditional
support",Once-off,Once-off
178,2017/10/04,SARS,"International Executive Education Development
Programmes","IMD Business School and Harvard Business
School",6 802 990.00,Uniqueness of programmes,2017/10/04,"Conditional
support",2018/01/01,2020/12/31
179,2017/10/04,SARS,Global Executive Development Programme,GIBS,3 480 592.50,Uniqueness of programmes,2017/10/04,"Conditional
support",2018/01/01,2020/12/31
180,2017/11/03,SARS,Feasibility studies and business development,GTAC,2 817 202.00,Single source,2017/11/02,Supported,Once off,Once off
181,2017/11/20,SARS,Consulting services,Open Text,500 000.00,Sole source,2017/11/16,Not supported,2017/12/01,2018/11/30
182,2017/12/27,SARS,Drafting of procurement transformation plan,MpowerRatings,150 000.00,Single source,2017/12/04,Not supported,"Date of
approval",2018/06/30
183,2017/12/22,SARS,MXG Software maintenance and support,Merrill Consultants,233 750.00,Renewal of MXG Software,2017/12/20,"Within AO/AA
mandate",2018/01/01,2022/12/31
184,2017/11/23,SASSA,Tenant installation for 5 550 square meters,GIS Building and Painting Contractors,9 362 529.30,Continuity of service,2017/11/21,Not supported,Not stated,12 months
185,2017/12/05,SASSA,Office space,Rez Solution Properties Limited,4 677 062.73,Continuity of service,2017/08/23,"Conditional
Support",2018/01/01,2020/12/31
186,2017/12/05,SASSA,Office space,Al- Raza Property Developers (Pty) Ltd,3 274 244.71,Continuity of service,2017/09/04,"Conditional
Support",2018/01/01,2020/12/31
187,2017/12/05,SASSA,Office space,North West Development Corporation (Pty) Ltd,2 697 385.20,Continuity of service,2017/08/23,"Conditional
Support",2018/01/01,2020/12/31
188,2017/12/14,SASSA,"Advisory and technical services for banking, business
information, project management, contracting, service level
agreements and negotiations, change and communication
and human resources.",Rangewave and Tim Sukazi Inc,Not indicated,Continuity of service,2017/12/11,Not supported,Not stated,Once off
,,,Deviations Quarter 3: October - December 2017,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendati
on Date",Support Status,"Contract Start
Date","Contract End
Date"
189,2017/11/06,Science and Technology,Simplifying text in the Draft 2017 White Paper,Reseva Research and Management,117 480.00,"The only soppier that submitted
quotation",2017/09/20,"Below R 500
000",Once off,Once off
190,2017/10/26,SEDA,Office Accommodation,JHI:Vukile Property Fund,4 429 358.92,Quotation procurement method,2017/10/25,"Conditional
support",2017/11/01,2022/10/31
191,2017/11/20,SEDA,Office Accommodation,Celsum 1103 (pty)Ltd,7 010 011.00,Quotation Procurement method,2017/11/20,"Conditional
support",2018/04/01,2023/03/31
192,2017/11/07,Services SETA,Learner Management Information System,Ciber Information International (Pty) Ltd,13 857 422.02,"The new supplier will take months to
setup and learn the rules",2017/11/03,Not supported,Not stated,Not stated
193,2017/11/11,SITA,"Continuation of development, support and licence
management of Aspect Technology",Ocular Technologies (Pty) Ltd,2 423 840.08,"Contract expired - Continuity of
service",2017/11/08,Not supported,2017/10/01,2019/03/31
194,2017/12/21,SITA,Lease of office space,Touchbase,523 212.00,Continuity of service,2017/12/13,"Conditional
support",2017/11/01,2018/03/31
195,2017/12/21,SITA,Lease of office space,Mowana Properties,477 195.96,Continuity of service,2017/12/13,"Conditional
support",2017/11/01,2018/03/31
196,2017/10/24,Small Business Development,Events related services,RBJ Marketing Solutions,749 043.09,Quotation procurement method,2017/10/23,"Conditional
support",2017/11/16,2017/11/17
197,2017/11/10,Small Business Development,1st International Conference on Business Advising(ICBA),Emperors Palace,975 000.00,Quotation procurement method,2017/11/04,"Conditional
support",2017/11/22,2017/11/24
198,2017/12/14,Small Business Development,"Business to Business (B2B) matching programme for the
Demo Africa event",Demo Africa,1 800 000.00,Sole Supplier,2017/11/22,Not verifiable,2017/11/23,2017/11/24
199,2017/09/27,Social Development,"T-shirts, Cricket Hats, Jackets and Track Suits for National
Youth Camp",Varoius suppliers,2 480 000.00,Objective criteria for special groups,2017/09/26,"Conditional
Support",Not stated,Once off
200,2017/11/03,Social Development,"Conference venue and accommodation for a non-profit
organization Colloquium",Various suppliers,1 239 300.00,Objective criteria for special groups,2017/10/03,"Conditional
Support",Not stated,Once off
201,2017/10/11,Social Development,Catering services and promotional items,Various suppliers,5 600 000.00,Continuity of service,2017/10/10,"Conditional
Support",Not stated,Once off
202,2017/11/01,South African Forestry Company Limited,Food security programme,IFRCD,890 000.00,Impractical t o issue a tender,2017/10/31,Not supported,Not Stated,Not Stated
203,2017/10/24,StatsSA,Print questionnaires: GHS,Not stated,Not stated,Through quotations,2017/10/24,Supported,Once off,Once off
204,2017/10/24,StatsSA,Print questionnaires: DTS,Not stated,Not stated,Through quotations,2017/10/24,Supported,Once off,Once off
205,2017/11/10,Strategic Fuel fund,Provision of legal services,Cliffe Dekker Hofmeyr (CDH),Not Stated,Other suppliers are conflicted,2017/11/10,Noted,Not Stated,Not Stated
206,2017/10/24,TETA,Conduct investigation on behalf of TETA,Cheadle Thompson & Hayson,125 500.00,"Confidentiality of the service
required",2017/10/17,"Within the
Authority of the
AA/AO",Not stated,Not stated
207,2017/11/20,Tourism,Catering services,Taung Hotel School,28 360.00,"Joint initiative between the
department and the supplier",2017/11/20,"Conditional
support",2018/02/04,2018/02/04
208,2017/10/02,Trans-Caledon Tunnel Authority,Supply and delivery of chemicals,Will select between PCC lime,5 000 000.00,Emergency,2017/10/02,Supported,10/1/2017,10/31/2017
209,2017/10/09,Trans-Caledon Tunnel Authority,"Provision of operating personnel and personnel to
safeguard facilities at the Acid Mine Drainage (AMD)
treatment plant Eastern basin",Tecroveer Thandamari Joint Venture,2 056 402.53,Emergency,2017/09/30,Noted,2017/10/01,2017/10/31
210,2017/10/09,Trans-Caledon Tunnel Authority,"Provision of operating personnel and personnel to
safeguard facilities at the Acid Mine Drainage (AMD)
treatment plant Central basin",Proxa (Pty) Ltd,2 401 315.11,Emergency,2017/09/30,Noted,2017/10/01,2017/10/31
211,2017/10/30,Trans-Caledon Tunnel Authority,"Provision of credit rating services on the debts of TCTA
projects.",Moody's and Standards and Poors,Not Stated,"There are three actively FSB-
appointed credit rating agencies,",2017/10/30,Supported,Not Stated,Not Stated
212,2017/10/23,Transnet,Software maintenance and support,PiLog SA,18 000 000.00,"Sole owners of MDRM8 application
software globally",2017/10/17,"Conditional
support",2017/10/29,2020/10/28
213,2017/10/05,Water Affairs,Annual renewal of Hydra Software License,Kisters (Pty) Ltd,1 009 210.00,Sole supplier,2017/09/19,"Conditional
Supported",2017/12/01,2017/11/30
214,2017/09/19,Water Affairs,Renewal of Municipal IQ subscription,Municipal QI,804 000.00,Sole supplier,2017/09/19,Not supported,2017/09/01,2020/08/31
215,2017/10/13,Water Affairs,Annual Software License and Support Subscription,Model Maker Systems,7 854.10,Sole supplier,2017/10/02,"Below R 500
000",Once off,Once off
216,2017/10/13,Water Affairs,"Renewal of Annual Hypack Hydrographic Software License
and Maintance Plan",C&C Technologies South Africa (Pty) Ltd,17 330.00,Sole supplier,2017/10/02,"Below R 500
000",Once off,Once off
,,,Deviations Quarter 3: October - December 2017,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Value of Contract,Reason for Deviation,"Award /
Recommendati
on Date",Support Status,"Contract Start
Date","Contract End
Date"
217,2017/10/13,Water Affairs,"Technical support and maintenance of the SUN
Microsystems Servers and Storage Devices",Oracle Corporation South Africa,434 179.97,Sole supplier,2017/07/12,Not supported,Not Stated,Not Stated
218,2017/11/20,Water Affairs,Provision of legal services,Preparation Equipment and Coating (SPEC),129 623 890.00,Court Order,2017/10/02,Not supported,2017/06/01,2018/11/30
219,2017/11/30,Water Affairs,"Procurement of water analyses chemicals for HACH water
analyses equipment and servicing HACH laboratory water
analyses equipment and field equipment for Free State for
2017/18 financial year",CTE Water Tech,1 800 000.00,Sole supplier,2017/11/10,Noted,Not stated,Not stated
220,2017/10/09,Weather Services,Office Accommodation,Emthanjeni Local Municipality,2 000 000.00,"Investment decision - purchasing
the building will be cheaper than
leasing",2017/10/09,"Conditional
support",Once off,Once off
221,2017/10/09,Weather Services,Office Accommodation,NamaKhoi Local Muinicipality,1 100 000.00,"Investment decision - purchasing
the building will be cheaper than
leasing",2017/10/09,"Conditional
support",Not Stated,Not Stated
