128,2017/08/10,SAPO,"Setup, configuration,
maintenance and support of the
establishment of layer 2
connection for the fixed line
connectivity",Internet Solutions,Continuity of service,0.00,403 956.00,0.00,2017/08/03,Conditional support,2017/10/17,2020/10/16
,,,Expansions Quarter 3: October - December 2017,,,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation Date",Support Status,Contract Start Date,Contract End Date
129,2017/10/11,SAPO,"Antispam, Port fee, IS Fibre
Connection, VPN MPLS and
domain registration",Internet solutions,Continuity of service,0.00,4 109 917.17,0.00,2017/09/29,Conditional support,2017/10/17,2018/10/16
130,2017/12/04,SAPO,Alarm and Monitoring System,Oryx Systems and software,Continuity of service,0.00,55 000.00,0.00,2017/12/04,Supported,2018/01/01,2018/02/28
131,2017/08/21,SARS,"Maintenance and support of
Captiva and Documentum
solutions",OpenText,Variation of contract,25 136 898.13,1 476 000.00,20 941 122.43,2017/8/10,Not supported,2015/06/27,2018/06/26
132,2017/10/04,SARS,"Online intelligence system
analyst and maintenance",Online Intelligence,Continuity of service,917 300.00,1 485 680.68,0.00,2017/10/4,Supported,2017/11/01,2020/10/31
133,2017/11/13,SARS,"Atlantis Industrial Park
Warehouse",Tribecca Property Group,Continuity of service,554 040.00,2 122 825.68,0.00,2017/11/9,Supported,2017/12/01,2019/11/30
134,2017/11/13,SARS,Prospection Warehouse,Tribecca Property Group,Continuity of service,4 254 102.24,9 541 441.44,0.00,2017/11/9,Supported,2018/01/01,2020/12/31
135,2017/11/21,SARS,"Brooklyn Bridge - Hilton &
Linton","Educated Risk Investment (Pty)
Ltd",Continuity of service,222 633 204.18,72 175 373.93,0.00,2017/11/17,Supported,2018/06/01,2020/05/31
136,2017/11/21,SARS,SITA Data Recovery Centre,SITA (Pty) Ltd,Continuity of service,4 341 922.78,7 326 120.00,0.00,2017/11/17,Supported,2018/06/01,2023/05/31
137,2017/11/21,SARS,Brooklyn Mall Parkade,Interpark SA,Continuity of service,142 758.00,9 736 266.60,9 918 807.03,2017/11/17,Supported,2018/10/01,2021/09/30
138,2017/11/21,SARS,"Pro Arte, Alphen Park - Ashle
BO Parking",Pro Arte Alphen Park,Continuity of service,91 157.58,1 810 489.05,1 352 902.31,2017/11/17,Supported,2019/03/01,2024/02/28
139,2017/11/21,SARS,Eskom Academy Phase 1,Eskom Holding,Continuity of service,918 178.80,1 895 788.80,0.00,2017/11/17,Supported,2018/02/01,2019/01/31
140,2017/11/21,SARS,"Brooklyn Bridge - Stevens
House","Educated Risk Investment (Pty)
Ltd",Continuity of service,17 401 332.05,12 368 679.93,0.00,2017/11/17,Supported,2018/06/01,2020/05/31
141,2017/11/21,SARS,Safe 2 Park Bellville,Delta Property Fund (Pty) Ltd,Continuity of service,5 105 850.70,12 487 983.08,0.00,2017/11/17,Supported,2019/04/01,2024/03/31
142,2017/11/21,SARS,Port Elizabeth Airport,Airports Company SA LTD,Continuity of service,0.00,28 735 545.31,0.00,2017/11/17,Supported,2018/02/01,2028/01/31
143,2017/11/21,SARS,Medical Centre - Thohoyandou,MRR Management CC,Continuity of service,6 449 267.94,4 514 568.16,11 072 299.63,2017/11/17,Supported,2018/05/01,2020/04/30
144,2017/11/21,SARS,"36 Kings Road , Pinetown",Russet Trading & Investment 82,Continuity of service,1 607 535.39,3 577 435.68,11 726 769.37,2017/11/17,Supported,2018/10/01,2020/09/30
145,2017/11/21,SARS,"Trescon House , 201 West
Street, Durban",Vivident Income Fund,Continuity of service,199 012 876.89,195 336 984.96,89 140 888.22,2017/11/17,Supported,2018/11/01,2023/108/31
146,2017/11/21,SARS,Ashlea Gardens - Branch Office,SA Corporate Real Estate Fund,Continuity of service,17 832 610.10,21 917 645.75,15 482 277.58,2017/11/17,Supported,2019/03/01,2024/02/28
147,2017/11/21,SARS,"Naude Buiilding, Worcester BO",Roodewal Investments,Continuity of service,11 611 141.21,21 200 577.53,14 553 227.12,2017/11/17,Supported,2019/03/01,2024/02/28
148,2017/11/21,SARS,"Hillcrest Shopping Centre ,
Mthatha",Transtruct (Pty) Ltd,Continuity of service,14 585 944.89,20 206 217.54,0.00,2017/11/17,Supported,2019/04/01,2024/03/31
149,2017/11/21,SARS,"Rhoba Building , Paarl",Willie Rousseau Trust,Continuity of service,7 158 057.34,13 760 146.78,9 897 084.39,2017/11/17,Supported,2019/04/01,2024/03/31
150,2017/11/21,SARS,"Sable Centre, Bellville",Delta Property Fund,Continuity of service,46 714 069.22,200 197 411.96,244 849 452.83,2017/11/17,Supported,2019/04/01,2024/03/31
151,2017/11/21,SARS,Sanlam Bld. - Port Elizabeth,Fortress Com Investments,Continuity of service,17 331 273.49,21 018 887.32,26 546 817.90,2017/11/17,Supported,2019/12/01,2024/11/30
152,2017/11/21,SARS,Horizonview - Roodepoort,Redefine Properties Limited,Continuity of service,1 876 360.20,21 834 763.51,29 577 887.66,2017/11/17,Supported,2019/12/01,2024/11/30
153,2017/11/21,SARS,Krugersdorp - Revenue Building,SA Dutch Investments,Continuity of service,12 145 734.78,22 090 854.88,0.00,2017/11/17,Supported,2019/05/01,2024/04/30
154,2017/11/21,SARS,Mitchels Plain - Branch Office,Liberty Group Properties,Continuity of service,14 250 912.89,20 939 265.68,0.00,2017/11/17,Supported,2019/12/01,2024/11/30
155,2017/11/21,SARS,Asambhe - Soweto,Jarrabilla Investment (Pty) Ltd,Continuity of service,13 171 575.81,19 807 033.82,0.00,2017/11/17,Supported,2019/05/01,2024/04/30
156,2017/11/21,SARS,Provence Building - Witbank,Vivident Income Fund,Continuity of service,15 538 376.29,11 044 719.49,21 757 258.97,2017/11/17,Supported,2019/08/01,2021/07/31
,,,Expansions Quarter 3: October - December 2017,,,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation Date",Support Status,Contract Start Date,Contract End Date
157,2017/11/21,SARS,"ERF 453 Anderbolt Ext 9 -
Boksburg Branch Office",Emerald Fire Investment,Continuity of service,8 860 163.17,13 018 486.49,0.00,2017/11/17,Supported,2019/04/01,2024/03/31
158,2017/11/21,SARS,Komongwe BLD Mmabatho,Blue Dot Properties 78,Continuity of service,12 799 071.83,9 775 573.02,39 600 156.41,2017/11/17,Supported,2019/10/01,2021/08/30
159,2017/11/21,SARS,"Uitenhage - Revenue Bld.
Young Str.",Chase Street Properties,Continuity of service,3 984 710.40,1 335 654.36,9 570 523.31,2017/11/17,Supported,2019/12/01,2020/11/30
160,2017/11/21,SARS,Randburg - Branch Office,Delta Property Fund,Continuity of service,148 993 884.49,13 336 455.92,248 011 940.85,2017/11/17,Supported,2019/03/01,2021/02/28
161,2017/12/08,SARS,"Maintenance and support
services",AfriGis,Renewal of GIS,2 121 743.46,2 246 048.06,0.00,2017/12/4,Supported,2018/01/01,2018/12/31
162,2017/11/30,SARS,"Internal Broadview Vulnerability
Monitoring Services",Sensepost,"Compatibility with SARS Security
Vulnerabilities",139 536.00,4 283 443.30,4 491 480.28,2017/12/4,Supported,2018/01/01,2018/12/31
163,2017/08/08,SASSA,Offie furniture,"Vicfhatu General Trading JV
Shumash Trading Enterprise
(Pty) Ltd",Continuity of services,8 395 040.00,3 095 170.00,0.00,2017/08/03,Not supported,Not Stated,Once off
164,2017/10/20,SASSA,"Maintenance of bulk shredding
machines",AZ Trading Corporation,Continuity of services,288 354.96,886 934.58,0.00,2017/10/18,Conditional Support,Not Stated,5 years
165,2017/12/13,Science and Technology,Security services,Bidvest Protea Coin,Revised quotation submitted,584 213.00,38 544.00,1 422 008.00,2017/12/08,Not supported,2017/10/01,2018/03/31
166,2017/12/05,SEDA,Security Services,"Unitrade 1047 CCt/a Isidingo
Security",Continuity of service,2 032 376.85,1 697 085.55,0.00,2017/12/04,Not supported,2018/05/20,2020/05/19
167,2017/10/27,Services SETA,"Construction and Refurbishment
of Prieska Artisan Development
Trade Test Centre",Phandani Construction CC,Continuity of service,26 000 000.00,11 354 707.60,0.00,2017/10/17,Not verifiable,Not Stated,Not Stated
168,2017/10/27,Services SETA,"Construction and refurbishment
of Kokstad Skills Development
Centre",Crossbar Agencies CC,Continuity of service,18 500 275.68,7 451 986.85,0.00,2017/10/17,Not verifiable,Not Stated,Not Stated
169,2017/09/29,SITA,"Provision of firearms permit
system",Forensic Data Analyst,Continuity of service,20 297 345.03,71 500 881.03,0.00,2017/9/29,Supported,2017/11/01,2020/10/31
170,2017/09/27,SITA,"In-house travel management
services",Duma Travel,Continuity of service,13 285 463.44,66 208.44,2 657 092.69,2017/9/27,Within AA/AO mandate,2017/10/01,2017/12/31
171,2017/10/25,SITA,"Independent Forensic
Investigation",Funduzi Forensic Investigation,Expansion of scope,3 146 400.00,5 070 957.12,0.00,2017/10/20,Supported,2017/12/01,2018/03/31
172,2017/10/27,SITA,"Patient Electronic Information
System",Gijima Holdings,"Contract extension to enable e-
Health system implementation",8 447 494.34,8 667 942.47,8 177 304.22,2017/10/27,Supported,2017/11/09,2018/11/08
173,2017/11/01,SITA,Provision of professional service,Accenture,Expansion of scope,20 000 000.00,6 000 000.00,6 000 000.00,2017/11/1,Supported,2016/05/01,2018/05/31
174,2017/12/11,"South African National Space
Agency",Lease of building,Innovation Hub,"Tender was cancelled. Relocation
costs was not included",5 652 473.00,10 000 000.00,7 611 370.00,2017/12/08,Conditional support,2018/04/01,2020/03/31
175,2017/12/08,STATS SA,Delivery of print media,Newspaper Direct SA,Continuity of service,109 950.00,409 950.00,0.00,2017/12/8,Not supported,2017/11/01,2018/10/31
176,2017/10/23,TETA,ICT systems,Deloitte,Continuity of service,5 950 800.00,773 435.65,3 131 694.40,2017/09/29,Awaiting award of bid,2017/04/01,2017/09/30
177,2017/11/14,Trans-Caledon Tunnel Authority,"Provision of office
accommodation",Emira Property Fund (Pty) Ltd,"TCTA is currently in the process
of procuring the service of a
commercial property",110 880 894.74,49 550 348.12,0.00,2017/11/14,Conditional support,2018/01/01,2021/12/31
178,2017/11/01,Trans-Caledon Tunnel Authority,"Supply and delivery
polyacrylamide to Eastern and
Central Basin Treatment plants",Setchem (Pty) Ltd,"To allow uninterrupted operation
of both plants while awaiting the
current tender that was submitted
to the board to be finalised",718 245.60,2 154 736.80,0.00,2017/11/01,Not supported,2017/11/14,2018/01/13
179,2017/11/01,Trans-Caledon Tunnel Authority,"Supply and delivery of unsliced
lime to Eastern and Central
Basin Treatment plants",Lime Distributors (Pty) Ltd,"To allow uninterrupted operation
of both plants while awaiting the
current tender that was submitted
to the board to be finalised",10 179 561.03,40 718 244.12,0.00,2017/11/01,Not supported,2017/11/14,2018/01/13
180,2017/10/11,Trans-Caledon Tunnel Authority,"Provision of investigation
services and assist with
disciplinary hearing",KPMG,"Supplier was involved in the
investigation (phase) and drawing
up of charges and assisted in the
disciplinary hearing (phase)",600 000.00,160 000.00,145 000.00,2017/10/11,Not supported,Once-Off,Once-Off
,,,Expansions Quarter 3: October - December 2017,,,,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation Date",Support Status,Contract Start Date,Contract End Date
181,2017/11/23,Trans-Caledon Tunnel Authority,"Provision of operations,
maintenance and management
services for the Eastern Basin
Acid Mine Drainage Short Term
Treatment Plant","CMC – PG Mavundla Joint
Venture Ltd",Continuity of service,956 141 123.68,50 928 726.39,196 776 192.73,2017/11/20,Not supported,2017/10/01,2017/11/30
182,2017/11/01,Trans-Caledon Tunnel Authority,"Supply of spare parts and
provision of corrective
maintenance","Netzsch Southern Africa (Pty)
LTD",Continuity of service,Not stated,0.00,578 293 293.50,2017/11/01,Not supported,Once-Off,Once-Off
183,2017/11/01,Trans-Caledon Tunnel Authority,"Supply of spare parts and
provision of corrective
maintenance",Diesel Electrical Services,Continuity of service,Not stated,0.00,0.00,2017/11/01,Not supported,Once-Off,Once-Off
184,2017/11/01,Trans-Caledon Tunnel Authority,"Supply of spare parts and
provision of corrective
maintenance",KSB Pumps and Valves (Pty) Ltd,Continuity of service,Not stated,0.00,0.00,2017/11/01,Not supported,Once-Off,Once-Off
185,2017/11/01,Trans-Caledon Tunnel Authority,"Supply of spare parts and
provision of corrective
maintenance",Staro Process Control (Pty) Ltd,Continuity of service,Not stated,0.00,0.00,2017/11/01,Not supported,Once-Off,Once-Off
186,2017/11/01,Trans-Caledon Tunnel Authority,"Supply of spare parts and
provision of corrective
maintenance",Ritz Pumps (Pty) Ltd,Continuity of service,Not stated,0.00,0.00,2017/11/01,Not supported,Once-Off,Once-Off
187,2017/12/08,Trans-Caledon Tunnel Authority,"Provision of Environmental
Control Officer Services",Nemai Consulting,Continuity of service,2 666 670.00,2 036 074.00,6 832 907.66,2017/12/07,Not supported,2017/08/01,2018/02/28
188,2017/10/16,Transport,Taxi scrapping services,Taxi scrapping administration,"Additional work required to
complete work",7 700 000 000 000.00,5 010 300.00,0.00,2017/10/16,Not supported,N/A,N/A
189,2017/09/29,UIF,Renewal of Computron software,GEN2 Enterprise Software SA,"Renewal of software, service and
maintenance support",9 175 093.70,11 342 569.61,9 564 803.30,2017/9/28,Supported,2017/12/01,2020/12/31
190,2017/10/24,UIF,"Support and maintenance of
Siyaya sytem",VPS,"Continuity of service while
competitive bidding process
underway",6 390 343.20,1 006 848.00,14 475 061.90,2017/10/20,Conditional support,2017/11/01,2018/01/31
