row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
367,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Computer server workstation for box,Schneider Electric South Africa,"R547 367,46",Sole Source,2024/06/26,2024/06/26,2024/08/08,Reported,2024/06/26,2024/06/26,2024/08/08,Reported,,
368,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Module: Temperature Control Relay,Folarin Maintenance and Engineering,"R1 305 825,00",Urgent Procurement,2024/06/05,2024/08/01,2024/10/31,Reported,2024/06/05,2024/08/01,2024/10/31,Reported,,
369,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,"The Supplier to collect, repair and deliver back to site mills motors, ash pumps motors, CEP motors,
PA fans motors and MCW ABB pump motors",Marthinuses & Coutts Cleveland,"R509 644,35",Urgent Procurement,2024/05/27,2024/07/01,2024/07/31,Reported,2024/05/27,2024/07/01,2024/07/31,Reported,,
370,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,The Supply and Delivery of Various oil for Tutuka Power Station,BP Southern Africa (Pty) Ltd,"R12 378 260,52",Urgent Procurement,2024/06/26,2024/06/26,2024/07/25,Reported,2024/06/26,2024/06/26,2024/07/25,Reported,,
371,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Majuba Power Station dust conveying plant,Rula Bulk Materials Handling (Pty) Ltd,"R170 809 133,06",Single Source,2024/06/26,2024/07/01,2029/06/30,Reported,2024/06/26,2024/07/01,2029/06/30,Reported,,
372,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Clearance Cost on PO:4503144291 for spares purchased,MAN Energy Solutions South Africa,"R487 016,59",Sole Source,2024/06/26,2024/07/01,2024/12/31,Reported,2024/06/26,2024/07/01,2024/12/31,Reported,,
373,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Repair MOOG Valves,Customized Motion Control,"R530 238,55",Sole Source,2024/06/26,2024/03/07,2024/07/31,Reported,2024/06/26,2024/03/07,2024/07/31,Reported,,
374,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,"Upgrade existing obsolete Scanmin Moisture Analysers at Coal and Ash Plants in Medupi Power
Station",Scanmin Africa (Pty) Ltd,"R1 565 194,85",Urgent Procurement,2024/06/24,Not Stated,Not Stated,Reported,2024/06/24,Not Stated,Not Stated,Reported,,
375,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Supply Generator Spares for U1 Recovery,Sgedlembaa (Pty) Ltd,"R233 432,75",Urgent Procurement,2024/06/24,2024/06/28,2024/07/20,Reported,2024/06/24,2024/06/28,2024/07/20,Reported,,
376,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Penstock 2 and 3 sealing at Duvha Power Station Ash dams,Civeng Construction (Pty) Ltd,"R9 774 011,29",Urgent Procurement,2024/04/24,2024/06/28,2024/09/28,Reported,2024/04/24,2024/06/28,2024/09/28,Reported,,
377,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,"Service exchange, refurbishment & supply and delivery of Ash slurry pumps and spares at Camden
Power Station on as and when required basis for a period of 5 years (60 months).",Metso South Africa,"R67 020 188,18",Sole Source,2024/06/27,2024/07/01,2029/06/30,Reported,2024/06/27,2024/07/01,2029/06/30,Reported,,
378,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,Catering services and stock at Tutuka Power Station,Lumka Mining and General Supplies,"R11 445 374,72",Urgent Procurement,2024/04/22,2024/01/06,2025/05/31,Reported,2024/04/22,2024/01/06,2025/05/31,Reported,,
379,Q2 2024/25,2024/07/04,Eskom Holdings SOC Ltd,"Supply and deliver of boiler feed pump variable speed hydraulic couplings and their association
auxiliary equipment at Kusile Power Station as and when required basis for a period of five years",Voith Turbo (Pty) Ltd,"R140 439 143,95",Sole Source,2024/06/27,2024/06/24,2029/06/23,Reported,2024/06/27,2024/06/24,2029/06/23,Reported,,
380,Q2 2024/25,2024/07/11,"South African Local Government Association
(SALGA)",Microsoft 3 year agreement 2024- 2027,Microsoft Ireland Operations,"R24 573 263,21",Single Source,2024/07/01,2024/07/24,2024/06/27,Reported,2024/07/01,2024/07/24,2024/06/27,Reported,,
381,Q2 2024/25,2024/07/12,Companies Tribunal,PFMA training for Deputy Chair,SA Accounting Academy,"R5 225,00",Single Source,2024/06/06,Not Stated,Not Stated,Reported,2024/06/06,Not Stated,Not Stated,Reported,,
382,Q2 2024/25,2024/07/15,Special Investigating Unit (SIU),Transcription services,Gauteng transcribers Cc,"R118 162,50","It is impractical to go through the market due to legal obligations with the
Department of Justice and Constituional Department and The office of
Chief Justice",2024/07/05,Not Stated,Not Stated,Reported,2024/07/05,Not Stated,Not Stated,Reported,,
383,Q2 2024/25,2024/07/18,"South African Local Government Association
(SALGA)",Review of LG fiscal framework and develop alternatives to existing vertical allocation of funds,Palmers Development Group,"R398 999,00","Review of LG fiscal framework and develop alternatives to existing vertical
allocation of funds",2024/07/16,Once Off,Once Off,Reported,2024/07/16,Once Off,Once Off,Reported,,
384,Q2 2024/25,2024/07/18,Department of Human Settlements (DHS),237 Building Material for KZN,Thalese Housing Devco,"R3 004 046,10",Procurement occurred in Emergency situation and urgent cases,2024/07/18,Once Off,Once Off,Reported,2024/07/18,Once Off,Once Off,Reported,,
385,Q2 2024/25,2024/07/16,"National Home Builders Registration Council
(NHBRC)",Training on Geographic Information Systems (GIS),ESRI South Africa,"R451 200,00",Impractical impossible,2024/07/16,Once Off,Once Off,Reported,2024/07/16,Once Off,Once Off,Reported,,
386,Q2 2024/25,2024/07/08,Department of Human Settlements (DHS),208 building material for BCM,LMP Enterprise,"R2 720 640,00",Sole Source,2024/07/05,Once Off,Once Off,Reported,2024/07/05,Once Off,Once Off,Reported,,
387,Q2 2024/25,2024/07/11,Department of Human Settlements (DHS),1000 building materials for Cape Town,Blow by Blow Holdings,"R13 437 000,00",Procurement occurred in Emergency situation and urgent cases,2024/07/11,Once Off,Once Off,Reported,2024/07/11,Once Off,Once Off,Reported,,
388,Q2 2024/25,2024/07/23,"National Home Builders Registration Council
(NHBRC)",Consumer Awareness: Residential Investment & Development Conference,COMMERCE EDGE SOUTH AFRICA,"R40 520,00",Impractical impossible,2024/07/11,Once Off,Once Off,Reported,2024/07/11,Once Off,Once Off,Reported,,
389,Q2 2024/25,2024/07/22,Public Protector South Africa,Legal services,Werksmans Incorporated,"R717 041,55",Single source,2024/06/28,Not Stated,Not Stated,Reported,2024/06/28,Not Stated,Not Stated,Reported,,
390,Q2 2024/25,2024/07/22,Public Protector South Africa,Repairs and maintenance,Fidelity ADT and Technical,"R39 280,39",Single source,2024/07/08,Not Stated,Not Stated,Reported,2024/07/08,Not Stated,Not Stated,Reported,,
391,Q2 2024/25,2024/07/22,Public Protector South Africa,Signaling and branding,Remmogo Signaling and Branding,"R65 212,98",Single source,2024/07/12,Not Stated,Not Stated,Reported,2024/07/12,Not Stated,Not Stated,Reported,,
392,Q2 2024/25,2024/07/24,Social Housing Regulatory Authority (SHRA),"Single source memo for Exhition Stand at the Residential Investment and Development Conference
place on 17 and 18 July 2024",Commerce Edge South Africa,"R35 000,00","The event is one of its kind and three quotations cannot be sourced in this
instance. Conference events such as this are unique in nature each
targeting a particular audience and involving different speakers",2024/07/15,Once Off,Once Off,Reported,2024/07/15,Once Off,Once Off,Reported,,
393,Q2 2024/25,2024/07/29,Denel,Logistical and Mechanical Services,Umkhonto,"R99 196,70",Single Source,2024/06/28,2024/06/28,2024/07/31,Reported,2024/06/28,2024/06/28,2024/07/31,Reported,,
394,Q2 2024/25,2024/07/25,"Companies and Intellectual Property Commission
(CIPC)",IP systems licenses,SWORD SA,"R8 175 777,14",Single Source,2024/06/12,Not Stated,Not Stated,Reported,2024/06/12,Not Stated,Not Stated,Reported,,
395,Q2 2024/25,2024/07/25,"Companies and Intellectual Property Commission
(CIPC)",Technical maintenance and support,SWORD SA,"R11 531 191,57",Single Source,2024/07/03,Not Stated,Not Stated,Reported,2024/07/03,Not Stated,Not Stated,Reported,,
396,Q2 2024/25,2024/08/01,Companies Tribunal,Brochures,Mature consulting,"R75 000,00",Preferred bidder,2024/07/18,Not Stated,Not Stated,Reported,2024/07/18,Not Stated,Not Stated,Reported,,
397,Q2 2024/25,2024/08/01,Companies Tribunal,License renewal,Sage Pastel,"R5 220,00",Single Source,2024/07/18,Not Stated,Not Stated,Reported,2024/07/18,Not Stated,Not Stated,Reported,,
398,Q2 2024/25,2024/08/01,Companies Tribunal,Catering services,Batter Boys,"R5 914,45",Preferred bidder,2024/07/23,Not Stated,Not Stated,Reported,2024/07/23,Not Stated,Not Stated,Reported,,
399,Q2 2024/25,2024/07/29,Housing Development Agency (HDA),Provision of dewatering of basement and conducting of small works in the Braamfontein Building,EL and Teer Property Holdings,"R418 000,00",Emergency procurement,2024/06/27,Not Stated,Not Stated,Reported,2024/06/27,Not Stated,Not Stated,Reported,,
400,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Procurement of advertising space to profile the NHFC,Leadership Magazine,"R402 500,00",Special women's month edition to increase the reach of the NHFC,2024/04/25,Once Off,Once Off,Reported,2024/04/25,Once Off,Once Off,Reported,,
401,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Profile and raise awareness of the FHF product offering,Arena Holdings,"R488 477,57",Procurement of media services in print media,2024/04/19,Once Off,Once Off,Reported,2024/04/19,Once Off,Once Off,Reported,,
402,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Corporate LAN Advertisement Services,Nth Dimension,"R205 268,37",Sole Source Provider,2024/04/30,2024/02/05,2024/02/05,Reported,2024/04/30,2024/02/05,2024/02/05,Reported,,
403,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Valuation Masterclass,Genesis,"R21 330,00",Single Source,2024/04/15,Once Off,Once Off,Reported,2024/04/15,Once Off,Once Off,Reported,,
404,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Office Move to the 5th floor: ICT Enablement,Multiple Service Providers,"R618 547,68",Ensure business continuity and enablement,2024/04/14,2024/04/14,2024/07/01,Reported,2024/04/14,2024/04/14,2024/07/01,Reported,,
405,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Risk Appetite Extension,KPMG,"R857 454,00",Allow KPMG to complete project,2024/04/19,2024/04/19,2024/07/31,Reported,2024/04/19,2024/04/19,2024/07/31,Reported,,
406,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Purchase Furniture and other goods,Ntandokazi Benya,"R98 331,91",Purchase Furniture and other goods as part of CSI,2024/03/05,Not Stated,Not Stated,Reported,2024/03/05,Not Stated,Not Stated,Reported,,
407,Q2 2024/25,2024/07/14,"National Housing Finance Corporation SOC Ltd
(NHFC)",Office Furntiture Rental,Lemon Tree Office Furntiture,"R104 366,50",Ensure smooth continuity of business in the newly developed Hybrid Model,2024/06/25,2024/01/06,2025/01/01,Reported,2024/06/25,2024/01/06,2025/01/01,Reported,,
408,Q2 2024/25,2024/07/29,"National Home Builders Registration Council
(NHBRC)",Recovery of the OTP authentication tool.,LIS CONSULTING SERVICES AND PROJECTS CC,"R54 400,00",Impractical impossible,2024/07/23,Once Off,Once Off,Reported,2024/07/23,Once Off,Once Off,Reported,,
409,Q2 2024/25,2024/07/31,"National Home Builders Registration Council
(NHBRC)",Branding and exhibition,REED EXHIBITIONS,"R48 866,95",Impractical impossible,2024/07/31,Once Off,Once Off,Reported,2024/07/31,Once Off,Once Off,Reported,,
410,Q2 2024/25,2024/07/23,Department of Human Settlements (DHS),Subscription to the bereau for economic research maxcro economics forecasting services,Bereau for Economic Reseach,"R116 665,57",Sole Source Provider,2024/07/21,Not Stated,Not Stated,Reported,2024/07/21,Not Stated,Not Stated,Reported,,
411,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Renewal of Payspace Software Licenses,Business Connexion (Pty) Ltd,"R99 512,06","The current payspace payroll solution is contracted until 31 July 2024. The
ERP system is scheduled to go live on the 1st September 2024. To facilitate
the smooth transition, a contract with Business Connexion (Pty) Ltd to
support payspace is essential.",2024/07/12,2024/08/01,2024/09/30,,2024/07/12,2024/08/01,2024/09/30,,,
412,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Service of HX-90 2D Systec Autoclave,Anatech Instruments (Pty) Ltd,"R28 931,58","Anatech Instruments (Pty) Ltd is an authorised distributor in South Africa by
Systec GmBH & Co.KG the original equipment manufacturer of the HX-9 2D
Systec Autoclave.",2024/06/08,2024/06/08,2024/08/30,,2024/06/08,2024/06/08,2024/08/30,,,
413,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Purchasing of consumables for Liquid Chromatography Mass Spectrometry (LC-MS).,Merck Life (Pty) Ltd,"R11 571,00","Merck (Pty) Ltd is the sole supplier for Millipore and Eppendorf products in
South Africa and no other supplier is authorised to repair, maintain and
supply the necessary spare parts.",2024/07/09,2024/07/09,2024/08/30,,2024/07/09,2024/07/09,2024/08/30,,,
414,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",To procure consumables for Prolog Gen III Microstation instrument,Anatech Instruments (Pty) Ltd,"R7 238,00","The Prolog Gen III MicroStation instrument spare parts and its related
consumables are supplied by Anatech Instruments (Pty) Limited which is the
only agency in South Africa.",2024/07/12,2024/07/12,2024/08/30,,2024/07/12,2024/07/12,2024/08/30,,,
415,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",To procure of consumables for Micromeritics Surface Analyser,Poretech (Pty) Ltd,"R37 068,24","Poretech CC is the sole supplier/agent for the Micromeritics Instrument
Corporation based in the United States of America that manufactures most
of the activated carbon test equipment.",2024/07/16,2024/07/16,2024/10/30,,2024/07/16,2024/07/16,2024/10/30,,,
416,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",To procure CAMAQ Air Filter consumables.,Air and Lab Products Africa (Pty) Ltd (ALPA),"R145 851,48","ALPA is the only local commercial company available in South Africa that
supplies CAMAG Air Filter Products for Biosafety Level 3 (BSL-3) facilities",2024/07/22,2024/07/22,2024/11/29,,2024/07/22,2024/07/22,2024/11/29,,,
417,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",To procure gas sensors for the multi-sensor detector.,Dräger South Africa (Pty),"R16 423,00","Dräger is a German-based company with Dräger South Africa (Pty) Ltd as
the sole distributor for their products in South Africa (multi sensor detector).",2024/07/23,2024/07/23,2024/08/30,,2024/07/23,2024/07/23,2024/08/30,,,
418,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Calibration SANAS Single Channel pipettes at three ponts,Lasec SA (Pty) Ltd,"R9 310,00","Lasec (Pty) Ltd is the sole supplier of Gilson pipettes, Radweg balances
and CRISON pH meters imported equipment and is the only agent to
perform maintenance, repairs and supply the spare parts in South Africa.",2024/07/23,2024/07/23,2024/08/30,,2024/07/23,2024/07/23,2024/08/30,,,
419,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",To procure consumables for the multi-sensor detector.,Dräger South Africa (Pty),"R4 945,00","Dräger is a German-based company with Dräger South Africa (Pty) Ltd as
the sole distributor for their products in South Africa (multi sensor detector).",2024/07/25,2024/07/25,2024/08/23,,2024/07/25,2024/07/25,2024/08/23,,,
420,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Purchasing of consumables for Liquid Chromatography Mass Spectrometry (LC-MS).,Merck Life (Pty) Ltd,"R12 630,24","Merck (Pty) Ltd is the sole supplier for Millipore and Eppendorf products in
South Africa and no other supplier is authorised to repair, maintain and
supply the necessary spare parts.",2024/07/29,2024/07/29,2024/08/16,,2024/07/29,2024/07/29,2024/08/16,,,
421,Q2 2024/25,2024/08/01,"Armaments Corporation of South Africa SOC Ltd
(ARMSCOR)",Purchasing of primers (oligonucleotide).,Inqaba Biotechnical Industries (Pty) Ltd,"R5 605,40","Inqaba Biotechnical Industries (Pty) Ltd is the only local commercial
oligonucleotide manufacturer available in South Africa",2024/07/31,2024/07/31,2024/08/21,,2024/07/31,2024/07/31,2024/08/21,,,
422,Q2 2024/25,2024/07/24,"South African Forestry Company SOC Limited
(SAFCOL)",Request for approval for an emergency procurement for the supply and delivery of fuel,Q Tique27 (PTY) Ltd,"R3 042 865,00",Emergency procurement,2024/07/18,Once Off,Once Off,Reported,2024/07/18,Once Off,Once Off,Reported,,
423,Q2 2024/25,2024/08/08,National Lotteries Commission (NLC),Once - off pest control and fumigation services for NLC Limpopo Office,Power Full Cleaning and Projects,"R9 487,50","Emergency - Protection of health & safety of NLC Personnel against pest
sightings in various areas of Polokwane",2024/07/16,Once Off,Once Off,Reported,2024/07/16,Once Off,Once Off,Reported,,
424,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)",9th Annual Green Youth Indaba 2024,Green youth Network,"R200 000,00",Sole source,2024/06/11,2024/06/11,2024/07/10,Reported,2024/06/11,2024/06/11,2024/07/10,Reported,,
425,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)",Standards,SABS,"R12 425 320,00",Sole source,2024/06/18,2024/06/18,2024/07/17,Reported,2024/06/18,2024/06/18,2024/07/17,Reported,,
426,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)",Physical Wellness: Walk-The-Talk (Fun activity),Peak timing and Primedia broadcasting,"R44 775,00",Sole source,2024/07/11,2024/07/11,2024/08/10,Reported,2024/07/11,2024/07/11,2024/08/10,Reported,,
427,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)","Participation at the 2024 Southern African Association for Veterinary Technologists (SAAVT)
Congress 9 to 10 October 2024",SAVETCON Event Management,"R19 700,00",Sole source,2024/07/23,2024/07/23,2024/08/22,Reported,2024/07/23,2024/07/23,2024/08/22,Reported,,
428,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)","Participation at the 13th Edition of the SARA Rail Conference & Exhibition 2024 from 20th to 23rd
August through exhibition and conference participation.",Southern African Railways Association (SARA),"R122 000,00",Sole source,2024/07/23,2024/07/23,2024/08/22,Reported,2024/07/23,2024/07/23,2024/08/22,Reported,,
429,Q2 2024/25,2024/08/16,"South African National Accreditation System
(SANAS)","Participation at the 2024 Test and Measurement Conference & Workshop, from 16th to 18th
September through exhibition and conference participation.",National Laboratory Association (NLA),"R14 950,00",Sole source,2024/08/01,2024/08/01,2024/08/30,Reported,2024/08/01,2024/08/01,2024/08/30,Reported,,
430,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at Melmoth Local office,Squngwa Construction and Civil,"R10 670,00","Senior Manager SCM approved the emergancy procurement for Melmoth
Local Office for unblocking of sewer system in line with SASSA SCM
delegations",2024/07/26,2024/07/26,2024/07/26,Reported,2024/07/26,2024/07/26,2024/07/26,Reported,,
431,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at Impendle Local office,Onsele Investment (Pty) Ltd,"R14 838,00","Senior Manager SCM approved the emergancy procurement for Impendle
Local Office for unblocking of sewer system in line with SASSA SCM
delegations",2024/07/26,2024/07/26,2024/07/26,Reported,2024/07/26,2024/07/26,2024/07/26,Reported,,
432,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy Electrical supply and instalation at Camperdown Local Office,Sizundawo Engeneering,"R4 203,00","Senior Manager: SCM Approved the emergancy procurement for electric
supply and installation at Camperdown Local Office in line with SASSA SCM
delegation",2024/07/26,2024/07/26,2024/07/26,Reported,2024/07/26,2024/07/26,2024/07/26,Reported,,
433,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at Kranskop Local office,Kwandokuhle ML,"R7 950,00","Senior Manager SCM approved the emergancy procurement for Kranskop
Local Office for unblocking of sewer system in line with SASSA SCM
delegations",2024/07/29,2024/07/29,2024/07/29,Reported,2024/07/29,2024/07/29,2024/07/29,Reported,,
434,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at Utrect Local office,Lungalomndeni Logistic (Pty) Ltd,"R12 400,00","Senior Manager SCM approved the emergancy procurement for Utrect
Local Office for fixing of main sewer system in line with SASSA SCM
delegations",2024/07/25,2024/07/25,2024/07/25,Reported,2024/07/25,2024/07/25,2024/07/25,Reported,,
435,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emegancy procurement fo memorial service services for CM Majola,Nqabile Trading,"R3 400,00","Senior Manager SCM approved the procurement of memorial service
services for CM Majola in line with SASSA SCM dlegations",2024/07/29,2024/07/29,2024/07/29,Reported,2024/07/29,2024/07/29,2024/07/29,Reported,,
436,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emegancy procurement fo memorial service services for M Gumede,Shuku's Greenleaf,"R15 764,66","Senior Manager SCM approved the procurement of memorial service
services for M Gumede in line with SASSA SCM dlegations",2024/07/25,2024/07/25,2024/07/25,Reported,2024/07/25,2024/07/25,2024/07/25,Reported,,
437,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at KwaNgwanase Local office,Mbungunya G Supp and maintanance,"R9 932,50","Senior Manager SCM approved the emergancy procurement for plumbing
services at KwaNgwanase Local Office in line with SASSA SCM
delegations",2024/07/24,2024/07/24,2024/07/24,Reported,2024/07/24,2024/07/24,2024/07/24,Reported,,
438,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),Emergancy procurement for fixing of the collapsed light and DB box at INanda Local office,SIKS Electrical and security System,"R2 671,00","Senior Manager SCM approved the emergancy procurement for fixing of
collapsed lights and DB box at Inanda Local Office in line with SASSA SCM
delegations",2024/07/24,2024/07/24,2024/07/24,Reported,2024/07/24,2024/07/24,2024/07/24,Reported,,
439,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services for Zululand District for a period of twelve (12) months",Sibonisiwe Investments cc,"R4 467 059,17","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
440,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services Amajuba District for a period of twelve (12) months",Donone Trading (Pty) Ltd,"R1 366 648,60","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
441,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services EThekwini District for a period of twelve (12) months",Sibonisiwe Investments cc,R 7 924 810.89,"Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
442,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services Harry Gwala District for a period of twelve (12) months",Ndawonye Simandla (Pty) Ltd,"R2 080 541,16","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
443,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services ILembe District for a period of twelve (12) months",Sibonisiwe Investment cc,"R2 980 520,49","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
444,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services King Cetshwayo District for a period of twelve (12) months",Sbonisiwe Investment cc,"R3 454 660,06","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
445,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services UGu District for a period of twelve (12) months",Sibonisiwe Investment cc,"R3 186 936,48","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
446,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services UMgungundlovu District for a period of twelve (12) months",Porlat 35 Business Solutions,"R5 323 535,00","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
447,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services UMkhanyakude District for a period of twelve (12) months",Ndawonye Sinamandla (Pty) Ltd,"R1 830 881,76","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
448,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services UMzinyathi District for a period of twelve (12) months",Ndawonye Simandla (Pty) Ltd,"R1,886,045.00","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
