year,quarter,dev_exp,department,supplier,value,original_value,file_name
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Marius Anne Diemont,457600000,R4 576 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Automation Control Solut,3016800,R30 168.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Liquid Automation System,4568454,R45 684.54,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Engen Petroleum,4485600,R44 856.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",SPM Aircraft Fuelline SE,31244992,R312 449.92,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",IISC,13550000,R135 500.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Schindler Lifts S.A. (Pty) Ltd,155463929,R1 554 639.29,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Schindler Lifts S.A. (Pty) Ltd,214688284,R2 146 882.84,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Transnet,2623184700,R26 231 847.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",New Dynamics Procurement,6609600,R66 096.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Petroleum, Oil and Gas Corporation of South Africa
(PetroSA)",Marine Centre,4920226,R49 202.26,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Sefar Filter Pure (Pty) Ltd,10500000,R105 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Application Software Ifs South Afri,45224856,R452 248.56,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Microsep,7098100,R70 981.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Eriez Magnetics,4995000,R49 950.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Schenck Process Africa,3666800,R36 668.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Metrohm S.A,3258300,R32 583.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Watson-Marlow Bredel S.A (Pty) Ltd,9635600,R96 356.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Schindler Lifts S.A. (Pty) Ltd,16089143,R160 891.43,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Airventfil (Pty) Ltd,6208143,R62 081.43,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Lasec Sa (Pty) Ltd,9491843,R94 918.43,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Hexagon Packaging,9079000,R90 790.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Chemetrix Export (Pty) Ltd,9572450,R95 724.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Engen Petroleum Limited,26077032,R260 770.32,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Hanna Instruments (Pty) Ltd,17450000,R174 500.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Neven Mathews,23556000,R235 560.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Verder Pumps S.A (Pty) Ltd,197551000,R1 975 510.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Watson-Marlow Bredel S.A (Pty) Ltd,31779375,R317 793.75,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Fischer Safes And Security,34440000,R344 400.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Oneconnect Solutions,12259890,R122 598.90,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Andritz Inc,1485000,R14 850.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Metrohm S.A,10638700,R106 387.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Industrial Analytical (Pty) Ltd.,6869000,R68 690.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,A.H.Power Systems,6729000,R67 290.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Sps Electron Optics Services (Pty),8192800,R81 928.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Master Fire Industries (Pty),4613575,R46 135.75,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Matech,18160000,R181 600.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mintek,Parkerstore Aeroport (Pty) Ltd,48683760,R486 837.60,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mining Qualifications Authority (MQA)SETA,Skilling SA,2999700,29 997.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Ports Regulator of South Africa,Compliance Institute South Africa NPC,1400000,R14 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Railway Safety Regulator (RSR),Sesame Workshop International,67535050,R675 350.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Railway Safety Regulator (RSR),Lagoon Beach Hotel,44760000,R447 600.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Railway Safety Regulator (RSR),The Ethics Institute,7190000,R71 900.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Traffic Infringement Agency (RTIA),MNS Attorneys,50000000,R500 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Accident Fund (RAF),Gallagher Convention Centre,66820290,R668 202.90,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Accident Fund (RAF),Excellerate Services,99561090,R995 610.90,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Accident Fund (RAF),Lucidview (Pty) Ltd,53539400,R535 394.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Accident Fund (RAF),Early Worx 282(Pty) Ltd,10000000,R100 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Accident Fund (RAF),Early Worx 282(Pty) Ltd,586510,R5 865.10,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Department of Mineral Resources and Energy
(DMRE)",Magic Software South Africa,771006000,R7 710 060.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Council for Geoscience (CGS),"WSP USA Environment and
Infrastructure Inc",475499500,R4 754 995.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Council for Geoscience (CGS),"PRDW Consulting Port and Coastal
Engineers",471500000,R4 715 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),Government Printing Works,151320,R1 513.20,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),Government Printing Works,403512,R4 035.12,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),Government Printing Works,807040,R8 070.40,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),Government Printing Works,907920,R9 079.20,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),Riley Auctioneers (Pty) Ltd,3500000,R35 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Central Energy Fund SOC Ltd (CEF),Argus Media Ltd,564640000,R5 646 400.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Agricultural Marketing Council (NAMC),SA Board for People Practices,320000,R3 200.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Traffic Infringement Agency (RTIA),Telkom,9000000,R90 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Rolls Royce Solution,23814209,R238 142.09,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Electra Rewinding,14822350,R148 223.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),SA Cape Marine,13539626,R135 396.26,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Hiotek,2346000,R23 460.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Cape Armature Winders,7834950,R78 349.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Kaltron Electrical Engineering,25903696,R259 036.96,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),MRAD,429333065,R4 293 330.65,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Road Traffic Management Corporation (RTMC),Makheda Security,325464000,R3 254 640.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Council for Geoscience (CGS),Cape Union Mart,300000000,R3 000 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"South African Health Products Regulatory Authority
(SAPHRA)",Conference Management 10,1824000,R18 240.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),SAMTRA,1094800,R10 948.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),MTU,555393,R5 553.93,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Drager South Africa,3038164,R30 381.64,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Triton,31263325,R312 633.25,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Hiotek,598000,R5 980.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),Brink Diesel,24746044,R247 460.44,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),SAMTRA,136300,R1 363.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Maritime Safety Authority (SAMSA),MRAD,429333065,R4 293 330.65,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Inkomati-Usuthu Catchment Management Agency
(IUCMA)",Ekosource Insight Pty (Ltd),149865560,"R1,498,655.60",Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Inkomati-Usuthu Catchment Management Agency
(IUCMA)",IWR Water Resources Pty (Ltd),140156250,"R1,401,562.50",Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Mining Qualifications Authority (MQA)SETA,Predicate Logistics,9383460,R93 834.60,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Statistics South Africa,SITA,711072600,R7 110 726.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Home Affairs,FG Uniforms cc,656422300,R6 564 223.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Regulatory Board for Auditors,Flowcentric,56560786,R565 607.86,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Regulatory Board for Auditors,Thoughtcorp,1229063,R12 290.63,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,The Luncheon Eatery,2429375,R24 293.75,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,HP,925865,R9 258.65,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Bloomberg,39949062,R399 490.62,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,InfoBuild,347504027,R3 475 040.27,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Sasria Limited,GrowthPoint Properties (Pty) Ltd,2665432132,R26 654 321.32,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Department of Communications and Digital
Technologies",CSIR,727564750,R7 275 647.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",Government Prinitng Works,14317500,R143 175.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",Government Prinitng Works,4600000,R46 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",CSIR,115000000,R1 150 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Electoral Commission,Oracle Corp SA Pty Ltd,281076246,R2 810 762.46,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Enoch Mgijima Local Municipality,200000000,R2 000 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,South African Revenue Service,Durban Marina,43168404,R431 684.04,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Regulatory Board for Auditors,Discount text book,545000,R5 450.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Financial Intelligence Centre,Centurion Vision Development (Pty) Ltd,46959990140,R469 599 901.40,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,SASRIA SOC LIMITED,"TransUnion Auto Information
Solutions (Pty) Ltd",39322524,R393 225.24,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Financial Intelligence Centre,Microsoft Ireland Operations Limited,766800000,R7 668 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Financial Intelligence Centre,Centurion Vision Development (Pty) Ltd,46959990140,R469 599 901.40,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Financial Intelligence Centre,Deltalink Consulting CC,80635100,R806 351.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,"Storage Technology Services (Pty) Ltd
T/A Nexio",193888457,R1 938 884.57,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,"Black River Park Investments (Pty) Ltd,",2153026582,R21 530 265.82,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Life Health Solutions,5050455,R50 504.55,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,IBM South Africa,7753904467,R77 539 044.67,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Cyber1 Solutions,768549600,R7 685 496.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Microworks Enterprise (PTY) LTD,303878281,R3 038 782.81,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,"DFA Solutions
Pty Ltd",56752500,R567 525.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Telkom SA SOC Limited,50404732565,R504 047 325.65,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Public Service and Administration,VNQ Solutions(Pty) Ltd,127275100,R1 272 751.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Triple Helix,200000000,R2 000 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,UPS,2113513,R21 135.13,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Getsmarter,8979500,R89 795.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,University of Cape Town,583000,R5 830.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,University of Cape Town,583000,R5 830.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,"Wolters Kluwer tax & accounting
Wolters",89452387,R894 523.87,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,"Public sector accountancy and audit
academy",5159900,R51 599.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,Ergo theraphy solutions,997626,R9 976.26,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,"South African Insitute of Electrical
engineers",301300,R3 013.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,The institute of directos South Africa,376000,R3 760.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Government Communication & Information System,Mindex Systems,1197150,R11 971.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,"Altron Security a division of Altron (Pty)
Ltd",123587156,R1 235 871.56,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Business Connexion (Pty) Ltd,270573382,R2 705 733.82,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Dedalus Southern Africa (Pty) Ltd,1464249000,R14 642 490.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,South African Qualification Authority,000,R0.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Skills SA (PTY) LTD,2999700,R29 997.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,ACL Analytics,36579315,R365 793.15,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Unemployment Insurance Fund,Metrofile,685145069,R6 851 450.69,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Compensation Fund, including Reserve Fund",Medikredit,217060883,R2 170 608.83,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa","Governement Communications and
Information System",88000000,R880 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",GEW,51865435000,R518 654 350.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa","Falcorp Communications and Media
(Pty) Ltd",372438195,R3 724 381.95,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",Governement Printing Works,6900000,R69 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Independent Communications Authority of South
Africa",Diesel Electrical,4183975,R41 839.75,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"National Economic, Development and Labour
Council",Zoom Video Communications,7977544,R79 775.44,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Payteq (Pty) Ltd,200993667,R2 009 936.67,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,State Information Technology Agency,Yatshama IT and Stationery,7032400,R70 324.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,UPS,2113513,R21 135.13,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Getsmarter,8979500,R89 795.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,Skills SA (PTY) LTD,2999700,R29 997.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,"Rothschild and Co South Africa
Proprietary Limited",250000000,R2 500 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Treasury,ACL Analytics,36579315,R365 793.15,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Commission for Conciliation, Mediation &
Arbitration",Surtech Solutions RSA (Pty) Ltd,72991129,R729 911.29,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Commission for Conciliation, Mediation &
Arbitration","Institute of Directors South Africa
(IODSA)",376000,R3 760.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Regulatory Board for Auditors,Media List,895000,R8 950.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"independent Communications Authority of South
Africa",ESRI South Africa,276488549,R2 764 885.49,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Independent Regulatory Board for Auditors,Arena Holding,2512800,R25 128.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Development Bank of Southern Africa,"Linklaters Attorneys, USA",726800000,R7 268 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Development Bank of Southern Africa,Cyanre (Pty) Ltd,300000000,R3 000 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Development Bank of Southern Africa,Performanta South Africa (Pty) Ltd,432869570,R4 328 695.70,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Development Bank of Southern Africa,"Global Continuity
South Africa (Pty) Ltd",30000000,R300 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Development Bank of Southern Africa,"Storage Technology Services Pty Ltd
(T/A) Nexio",70000000,R700 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Department of Higher Education and Training
(DHET)",SITA,11307136,R113 071.36,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Department of Higher Education and Training
(DHET)",SIS Global Services (Pty) Ltd,8716356,R87 163.56,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Softline Pastel t/a Sage South Africa,4600920,R46 009.20,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Hadar Trading t/a Strategic Dimensions,2500000,R25 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Education, Training and Development Practices
Sector Education and Training Authority (ETDP
SETA)SETA",Creamer Media South Africa,1138500,R11 385.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA","South African Youth Economic
Council(SAYEC)",10000000,R100 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,National Skills Fund (NSF),Nexus Forensic Services,90000000,R900 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Finance and Accounting Services Sector Education
and Training Authority (Fasset)SETA","Purple Growth Training and Executive
PTY Ltd",7614700,R76 147.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Finance and Accounting Services Sector Education
and Training Authority (Fasset)SETA","Thaleba Promotions & Event
Management Services",25932500,R259 325.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Fibre Processing and Manufacturing Sector
Education and Training Authority (FP&M
SETA)SETA",Werksman Attorneys,99999900,R999 999.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Fibre Processing and Manufacturing Sector
Education and Training Authority (FP&M
SETA)SETA",Active Brands,11864215,R118 642.15,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Council for the Built Environment (CBE),National School of Government (NSG),89040000,R890 400.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,Council for the Built Environment (CBE),Commerce Edge South Africa (Pty) Ltd,1017750,R10 177.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",IntoAfrika Resources (Pty) Ltd,17003957,R170 039.57,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Dark Fibre Africa (Pty) Ltd,7343898850,R73 438 988.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Dark Fibre Africa (Pty) Ltd,7765103014,R77 651 030.14,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Drive Control Corporation (Pty) Ltd,437949066,R4 379 490.66,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",EDA Technologies,8885360,R88 853.60,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)","Zaiput Flow Technologies, LLC",8558933,R85 589.33,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",EDA Technologies,11995236,R119 952.36,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Poretech cc,5751292,R57 512.92,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",SANAS,5644700,R56 447.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Moog GmbH SA,120296900,R1 202 969.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",EDA Technologies,5078573,R50 785.73,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Inpixon India Limited,3520363,R35 203.63,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Winning Moves Limited,50000000,R500 000.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Markets & Markets Research,7614709,R76 147.09,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",SABINET Online Ltd,77650416,R776 504.16,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Elsevier B.V,49662629,R496 626.29,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",SABINET Online Ltd,22846426,R228 464.26,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)","Oracle Corporation South Africa (PTY)
Ltd",7589812,R75 898.12,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Cypress Technology Inc,9217070,R92 170.70,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Eagle Technology,10878500,R108 785.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Sea-Bird Scientific,3692593,R36 925.93,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",John Wiley & Sons Ltd,53953830,R539 538.30,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Prometeus GMBH,5937545,R59 375.45,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Young Calibration Limited,11460550,R114 605.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Pay Squad CC,194395308,R1 943 953.08,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Vincent Corporation,40149750,R401 497.50,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",American Bureau of Shipping,31167970,R311 679.70,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Remchannel (Pty) Ltd,6819500,R68 195.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",BCC Research LLC,61558369,R615 583.69,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Labotec Pty Ltd,5630400,R56 304.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",ADI Scientifc (PTY) Ltd,212426325,R2 124 263.25,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Angstrom Scientific (Pty) Ltd,12456798,R124 567.98,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Blue Stallion Technologies cc,76353100,R763 531.00,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)","Oracle Corporation South Africa (PTY)
Ltd",231090972,R2 310 909.72,Deviations Quarter 1 2023-24.csv
2023,q1,deviation,"Council for Scientific and Industrial Research
(CSIR)",Inteltronics,11911907,R119 119.07,Deviations Quarter 1 2023-24.csv
